country,city,scenario,scenario_label,time_slice,year_window,severity,weather_year,weather_stem,epw_path,mean_T_out,CDD18_hourly,max_T_out,hours_temp_ge_35,humidity_metric,selector,stage_smoke,stage_typical,stage_full
China,Guangzhou,ssp245,SSP2-4.5,baseline_2020s,2025-2029,typical,2025,guangzhou_ssp245_baseline_2020s_typical_2025,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp245/Guangzhou/guangzhou_ssp245_baseline_2020s_typical_2025.epw,23.474218,55412.816317,34.827892,0,71.982966,nearest_median_CDD18_within_time_slice,False,True,True
China,Guangzhou,ssp245,SSP2-4.5,baseline_2020s,2025-2029,hot,2027,guangzhou_ssp245_baseline_2020s_hot_2027,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp245/Guangzhou/guangzhou_ssp245_baseline_2020s_hot_2027.epw,23.630798,58340.686621,34.532757,0,72.054558,maximum_CDD18_within_time_slice,False,False,True
China,Guangzhou,ssp245,SSP2-4.5,baseline_2020s,2025-2029,heatwave_extreme,2028,guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp245/Guangzhou/guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028.epw,23.219796,53290.370677,34.946108,0,72.031759,maximum_hours_temp_ge_35_then_max_temp,False,False,True
China,Guangzhou,ssp245,SSP2-4.5,near_2030s,2030-2039,typical,2031,guangzhou_ssp245_near_2030s_typical_2031,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp245/Guangzhou/guangzhou_ssp245_near_2030s_typical_2031.epw,23.576008,57394.714387,36.011535,6,72.050128,nearest_median_CDD18_within_time_slice,False,True,True
China,Guangzhou,ssp245,SSP2-4.5,near_2030s,2030-2039,hot,2038,guangzhou_ssp245_near_2030s_hot_2038,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp245/Guangzhou/guangzhou_ssp245_near_2030s_hot_2038.epw,24.369143,62929.991644,35.283911,8,72.045127,maximum_CDD18_within_time_slice,False,False,True
China,Guangzhou,ssp245,SSP2-4.5,near_2030s,2030-2039,heatwave_extreme,2034,guangzhou_ssp245_near_2030s_heatwave_extreme_2034,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp245/Guangzhou/guangzhou_ssp245_near_2030s_heatwave_extreme_2034.epw,23.823143,57155.78942,35.944679,19,72.036561,maximum_hours_temp_ge_35_then_max_temp,False,False,True
China,Guangzhou,ssp245,SSP2-4.5,mid_2050s,2050-2059,typical,2054,guangzhou_ssp245_mid_2050s_typical_2054,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp245/Guangzhou/guangzhou_ssp245_mid_2050s_typical_2054.epw,24.059037,62982.149604,36.018144,16,72.05442,nearest_median_CDD18_within_time_slice,False,True,True
China,Guangzhou,ssp245,SSP2-4.5,mid_2050s,2050-2059,hot,2051,guangzhou_ssp245_mid_2050s_hot_2051,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp245/Guangzhou/guangzhou_ssp245_mid_2050s_hot_2051.epw,24.481152,64638.588891,36.067307,13,72.03898,maximum_CDD18_within_time_slice,False,False,True
China,Guangzhou,ssp245,SSP2-4.5,mid_2050s,2050-2059,heatwave_extreme,2055,guangzhou_ssp245_mid_2050s_heatwave_extreme_2055,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp245/Guangzhou/guangzhou_ssp245_mid_2050s_heatwave_extreme_2055.epw,24.496591,61767.010427,35.612035,36,72.058375,maximum_hours_temp_ge_35_then_max_temp,False,False,True
China,Guangzhou,ssp245,SSP2-4.5,late_2080s,2080-2089,typical,2084,guangzhou_ssp245_late_2080s_typical_2084,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp245/Guangzhou/guangzhou_ssp245_late_2080s_typical_2084.epw,24.628912,65314.094441,35.822609,22,72.038334,nearest_median_CDD18_within_time_slice,False,True,True
