country,city,scenario,scenario_label,time_slice,year_window,severity,weather_year,weather_stem,epw_path,mean_T_out,CDD18_hourly,max_T_out,hours_temp_ge_35,humidity_metric,selector,stage_smoke,stage_typical,stage_full
India,Ahmedabad,ssp585,SSP5-8.5,baseline_2020s,2025-2029,typical,2025,ahmedabad_ssp585_baseline_2020s_typical_2025,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp585/Ahmedabad/ahmedabad_ssp585_baseline_2020s_typical_2025.epw,27.769898,87125.097005,46.601166,822,56.373538,nearest_median_CDD18_within_time_slice,False,True,True
India,Ahmedabad,ssp585,SSP5-8.5,baseline_2020s,2025-2029,hot,2027,ahmedabad_ssp585_baseline_2020s_hot_2027,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp585/Ahmedabad/ahmedabad_ssp585_baseline_2020s_hot_2027.epw,28.247966,92410.889875,43.764356,1162,56.373055,maximum_CDD18_within_time_slice,False,False,True
India,Ahmedabad,ssp585,SSP5-8.5,baseline_2020s,2025-2029,heatwave_extreme,2027,ahmedabad_ssp585_baseline_2020s_heatwave_extreme_2027,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp585/Ahmedabad/ahmedabad_ssp585_baseline_2020s_heatwave_extreme_2027.epw,28.247966,92410.889875,43.764356,1162,56.373055,maximum_hours_temp_ge_35_then_max_temp,False,False,True
India,Ahmedabad,ssp585,SSP5-8.5,near_2030s,2030-2039,typical,2031,ahmedabad_ssp585_near_2030s_typical_2031,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp585/Ahmedabad/ahmedabad_ssp585_near_2030s_typical_2031.epw,26.911824,81512.894083,44.890228,849,56.382097,nearest_median_CDD18_within_time_slice,False,True,True
India,Ahmedabad,ssp585,SSP5-8.5,near_2030s,2030-2039,hot,2037,ahmedabad_ssp585_near_2030s_hot_2037,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp585/Ahmedabad/ahmedabad_ssp585_near_2030s_hot_2037.epw,27.961734,89638.885702,46.88205,1155,56.40666,maximum_CDD18_within_time_slice,False,False,True
India,Ahmedabad,ssp585,SSP5-8.5,near_2030s,2030-2039,heatwave_extreme,2037,ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp585/Ahmedabad/ahmedabad_ssp585_near_2030s_heatwave_extreme_2037.epw,27.961734,89638.885702,46.88205,1155,56.40666,maximum_hours_temp_ge_35_then_max_temp,False,False,True
India,Ahmedabad,ssp585,SSP5-8.5,mid_2050s,2050-2059,typical,2055,ahmedabad_ssp585_mid_2050s_typical_2055,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp585/Ahmedabad/ahmedabad_ssp585_mid_2050s_typical_2055.epw,27.757055,87384.800906,44.279718,965,56.356043,nearest_median_CDD18_within_time_slice,False,True,True
India,Ahmedabad,ssp585,SSP5-8.5,mid_2050s,2050-2059,hot,2050,ahmedabad_ssp585_mid_2050s_hot_2050,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp585/Ahmedabad/ahmedabad_ssp585_mid_2050s_hot_2050.epw,28.461958,92989.103507,45.623343,1180,56.383025,maximum_CDD18_within_time_slice,False,False,True
India,Ahmedabad,ssp585,SSP5-8.5,mid_2050s,2050-2059,heatwave_extreme,2051,ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp585/Ahmedabad/ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051.epw,28.37354,92684.693571,46.727889,1190,56.388343,maximum_hours_temp_ge_35_then_max_temp,False,False,True
India,Ahmedabad,ssp585,SSP5-8.5,late_2080s,2080-2089,typical,2087,ahmedabad_ssp585_late_2080s_typical_2087,/Users/guo/Library/CloudStorage/OneDrive-TheUniversityOfHongKong/Drafts/HPH_Carbon_Entitlement/weather/cmip_selected_years/ssp585/Ahmedabad/ahmedabad_ssp585_late_2080s_typical_2087.epw,29.166304,98528.964972,44.660091,1436,56.402861,nearest_median_CDD18_within_time_slice,False,True,True
