weather,strategy,n_steps,occupied_steps,paperb_met,paperb_people_activity_w_per_person,mean_operative_temp_c_occ,mean_pmv_occ,pmv_violation_pct_occ,pmv_abs_gt_1_0_pct_occ,mean_ppd_pct_occ,ppd_gt_25_pct_occ,adaptive_violation_pct_occ,mean_p_tail_occ,mean_warm_tail_occ,mean_cold_tail_occ,p95_p_tail_occ,mean_zone_p_tail_ge_0p20_pct_occ,max_zone_p_tail_mean_occ,max_zone_p_tail_ge_0p20_pct_occ,p90_zone_p_tail_mean_occ,p90_zone_p_tail_ge_0p20_pct_occ,relax_action_count,guard_hold_count,warm_protection_count,cold_protection_count,hvac_on_pct_all,mean_heating_setpoint_c,mean_cooling_setpoint_c,electricity_kwh,hvac_electricity_kwh,cooling_electricity_kwh,heating_electricity_kwh,fan_electricity_kwh,pump_electricity_kwh,natural_gas_kwh,zone_heating_kwh_thermal,zone_cooling_kwh_thermal,zone_hvac_kwh_thermal,peak_facility_electric_kw_15min,peak_hvac_electric_kw_15min,peak_cooling_electric_kw_15min,peak_fan_electric_kw_15min,peak_zone_hvac_kw_15min
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,paperb_gate_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,24.895972791873504,-1.0278285041507025,56.66906130268199,45.86925287356322,37.503362847981606,46.1985153256705,63.230363984674334,0.1209208842420377,0.09660687290156449,0.024314011340473205,0.24826400517111621,13.52969348659004,0.2323704322735222,46.07878352490422,0.17886095727106077,34.524664750957854,5886,0,2486,20,59.023972602739725,15.839968607305936,27.831820776255707,403626.79144324287,113650.0875091753,77267.27018299965,7168.780984041237,25962.37478634054,40.71777664945128,94899.4947952918,5257.1319586506415,299623.84565569204,304880.9776143427,172.03311045828931,101.83656717971783,73.92480998507921,27.078340761175284,166.16539461593013
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,24.845319510252114,-1.0458212005108556,58.58477011494253,47.49161877394636,38.69192727748578,47.713122605363985,62.74545019157088,0.11528413717758006,0.09107343413976361,0.02421070303781645,0.229309448222829,9.84794061302682,0.209986157419397,42.51676245210728,0.16688533002953923,28.987068965517242,9104,0,2899,124,59.14954337899543,16.02454694460516,27.58055986726665,410814.96785635565,120838.26392228802,77563.7190818229,12970.021604233645,27052.861680437592,40.71777664945128,90169.21293726766,8868.8572991974,304233.5949369489,313102.45223614626,172.03311397596684,101.83657459177326,73.92481739713463,27.078340761175284,166.16490654934532
beijing_ssp585_baseline_2020s_hot_2029,paperb_gate_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,24.895972791873504,-1.0278285041507025,56.66906130268199,45.86925287356322,37.503362847981606,46.1985153256705,63.230363984674334,0.1209208842420377,0.09660687290156449,0.024314011340473205,0.24826400517111621,13.52969348659004,0.2323704322735222,46.07878352490422,0.17886095727106077,34.524664750957854,5886,0,2486,20,59.023972602739725,15.839968607305936,27.831820776255707,403626.79144324287,113650.0875091753,77267.27018299965,7168.780984041237,25962.37478634054,40.71777664945128,94899.4947952918,5257.1319586506415,299623.84565569204,304880.9776143427,172.03311045828931,101.83656717971783,73.92480998507921,27.078340761175284,166.16539461593013
beijing_ssp585_baseline_2020s_hot_2029,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,24.845319510252114,-1.0458212005108556,58.58477011494253,47.49161877394636,38.69192727748578,47.713122605363985,62.74545019157088,0.11528413717758006,0.09107343413976361,0.02421070303781645,0.229309448222829,9.84794061302682,0.209986157419397,42.51676245210728,0.16688533002953923,28.987068965517242,9104,0,2899,124,59.14954337899543,16.02454694460516,27.58055986726665,410814.96785635565,120838.26392228802,77563.7190818229,12970.021604233645,27052.861680437592,40.71777664945128,90169.21293726766,8868.8572991974,304233.5949369489,313102.45223614626,172.03311397596684,101.83657459177326,73.92481739713463,27.078340761175284,166.16490654934532
beijing_ssp585_baseline_2020s_typical_2026,paperb_gate_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,24.782957395816755,-1.0771206098339718,53.597940613026815,46.54573754789272,37.654294668515355,46.809147509578544,62.72150383141762,0.12118605148790618,0.09603632731060353,0.025149724177302636,0.24716493162532102,14.36182950191571,0.2286463201296482,46.30627394636016,0.17738321627493167,34.434865900383144,6112,0,2618,23,58.40182648401826,15.840439497716895,27.823587328767122,387814.80064655666,97827.79634915522,66652.23941228777,7132.012638750971,20791.88357501805,40.71777664945128,96112.80708275201,5256.444401835796,286816.76750726864,292073.2119091045,163.379615646394,92.97815424348107,67.29807014908037,27.078340761175284,162.5757477643877
beijing_ssp585_baseline_2020s_typical_2026,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,24.71375338355418,-1.1024272429757342,55.968630268199234,48.4375,38.95638854259842,48.75478927203065,61.691810344827594,0.11641065294376975,0.0914791406051331,0.02493151233863664,0.2290292354834625,11.452346743295019,0.2120295588391235,43.45665708812261,0.16810179878501275,30.17241379310345,8921,0,2767,120,58.48173515981735,16.038980320272923,27.576084570688746,395502.13919369737,105515.1348962959,67172.80331316097,12882.517080484118,22208.153779552384,40.71777664945128,90789.73368343907,8718.065832973614,291358.37538741325,300076.4412203869,163.37961564639608,92.97815424348549,67.29807014908037,27.078340761175284,163.6930045685012
beijing_ssp585_late_2080s_heatwave_extreme_2089,paperb_gate_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,25.67665684072191,-0.6737280092592592,54.154693486590034,42.57662835249042,31.45040598288697,42.97174329501915,49.616858237547895,0.1105376441215647,0.09017629148569463,0.02036135263587006,0.2388835354420131,10.111350574712644,0.20364475930065382,41.247605363984675,0.16475879492343365,31.98036398467433,5447,0,2409,3,61.49257990867581,15.83638698630137,27.853774257990867,454084.51481761504,164104.99261826897,121137.65952291804,2381.2755303818253,37334.389356039545,40.71777664945128,63565.789152774414,1695.9179933328962,357894.6470727349,359590.56506606773,180.66256926916165,110.47542008622548,82.56366289158686,27.078340761175284,177.3832730038109
beijing_ssp585_late_2080s_heatwave_extreme_2089,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,25.60848160045285,-0.6988488984674328,55.208333333333336,43.95354406130268,32.7923993084106,44.20498084291188,49.23371647509578,0.1054147926559994,0.08493924847116144,0.020475544184837963,0.222210996210635,7.710727969348659,0.19254404425157534,38.655411877394634,0.1550192758480035,26.30507662835249,8090,0,2682,70,61.47260273972602,15.972867756673734,27.643754154362092,458804.71136274067,168825.18916339465,121253.8904556992,6142.93100438402,38176.69949438184,40.71777664945128,59504.86624605355,3911.5343081134743,361380.00281684566,365291.53712495905,180.66256926916165,110.47542008622548,82.56366289158686,27.078340761175284,177.38286971679435
beijing_ssp585_late_2080s_hot_2089,paperb_gate_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,25.67665684072191,-0.6737280092592592,54.154693486590034,42.57662835249042,31.45040598288697,42.97174329501915,49.616858237547895,0.1105376441215647,0.09017629148569463,0.02036135263587006,0.2388835354420131,10.111350574712644,0.20364475930065382,41.247605363984675,0.16475879492343365,31.98036398467433,5447,0,2409,3,61.49257990867581,15.83638698630137,27.853774257990867,454084.51481761504,164104.99261826897,121137.65952291804,2381.2755303818253,37334.389356039545,40.71777664945128,63565.789152774414,1695.9179933328962,357894.6470727349,359590.56506606773,180.66256926916165,110.47542008622548,82.56366289158686,27.078340761175284,177.3832730038109
beijing_ssp585_late_2080s_hot_2089,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,25.60848160045285,-0.6988488984674328,55.208333333333336,43.95354406130268,32.7923993084106,44.20498084291188,49.23371647509578,0.1054147926559994,0.08493924847116144,0.020475544184837963,0.222210996210635,7.710727969348659,0.19254404425157534,38.655411877394634,0.1550192758480035,26.30507662835249,8090,0,2682,70,61.47260273972602,15.972867756673734,27.643754154362092,458804.71136274067,168825.18916339465,121253.8904556992,6142.93100438402,38176.69949438184,40.71777664945128,59504.86624605355,3911.5343081134743,361380.00281684566,365291.53712495905,180.66256926916165,110.47542008622548,82.56366289158686,27.078340761175284,177.38286971679435
