city_slug,scenario,weather,strategy,n_steps,occupied_steps,paperb_met,paperb_people_activity_w_per_person,mean_operative_temp_c_occ,mean_pmv_occ,pmv_violation_pct_occ,pmv_abs_gt_1_0_pct_occ,mean_ppd_pct_occ,ppd_gt_25_pct_occ,adaptive_violation_pct_occ,mean_p_tail_occ,mean_warm_tail_occ,mean_cold_tail_occ,p95_p_tail_occ,mean_zone_p_tail_ge_0p20_pct_occ,max_zone_p_tail_mean_occ,max_zone_p_tail_ge_0p20_pct_occ,p90_zone_p_tail_mean_occ,p90_zone_p_tail_ge_0p20_pct_occ,relax_action_count,guard_hold_count,warm_protection_count,cold_protection_count,hvac_on_pct_all,mean_heating_setpoint_c,mean_cooling_setpoint_c,electricity_kwh,hvac_electricity_kwh,cooling_electricity_kwh,heating_electricity_kwh,fan_electricity_kwh,pump_electricity_kwh,natural_gas_kwh,zone_heating_kwh_thermal,zone_cooling_kwh_thermal,zone_hvac_kwh_thermal,peak_facility_electric_kw_15min,peak_hvac_electric_kw_15min,peak_cooling_electric_kw_15min,peak_fan_electric_kw_15min,peak_zone_hvac_kw_15min,electricity_kwh_ref,hvac_electricity_kwh_ref,cooling_electricity_kwh_ref,heating_electricity_kwh_ref,natural_gas_kwh_ref,peak_hvac_electric_kw_15min_ref,pmv_violation_pct_occ_ref,pmv_abs_gt_1_0_pct_occ_ref,adaptive_violation_pct_occ_ref,mean_zone_p_tail_ge_0p20_pct_occ_ref,max_zone_p_tail_ge_0p20_pct_occ_ref,delta_pct_electricity_kwh,delta_pct_hvac_electricity_kwh,delta_pct_cooling_electricity_kwh,delta_pct_heating_electricity_kwh,delta_pct_natural_gas_kwh,delta_pct_peak_hvac_electric_kw_15min,delta_pmv_violation_pct_occ,delta_pmv_abs_gt_1_0_pct_occ,delta_adaptive_violation_pct_occ,delta_mean_zone_p_tail_ge_0p20_pct_occ,delta_max_zone_p_tail_ge_0p20_pct_occ
kolkata,ssp585,kolkata_ssp585_mid_2050s_heatwave_extreme_2059,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000005,27.68300829625495,0.2955693646232439,32.37547892720307,9.392959770114942,11.14103593564296,10.255028735632184,7.040229885057471,0.06800371514825,0.0498346376505985,0.0181690774976514,0.1163854630763569,0.0957854406130268,0.1188179190629521,10.296934865900385,0.0959171908009448,4.394157088122606,2052,0,1506,0,66.287100456621,15.83628710045662,28.044677511415525,619311.1794379853,329549.34817649727,262183.6919573915,0.0,64114.00427796223,40.71777664945128,24748.38999490625,0.0,470003.27263919066,470003.27263919066,176.11070826613044,106.0164042051686,78.92226915042659,26.261248976346344,167.12079875983437,648965.7863504797,359203.9550889917,272955.4986770375,13.245908945605594,24783.814141427636,106.0164042051686,59.74018199233716,10.296934865900385,0.1975574712643678,0.0598659003831417,9.452825670498084,-4.569517767532844,-8.255645989518007,-3.9463600373888195,-100.0,-0.1429325862405166,0.0,-27.364703065134094,-0.9039750957854427,6.842672413793103,0.0359195402298851,0.8441091954023001
kolkata,ssp585,kolkata_ssp585_mid_2050s_hot_2059,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000005,27.68300829625495,0.2955693646232439,32.37547892720307,9.392959770114942,11.14103593564296,10.255028735632184,7.040229885057471,0.06800371514825,0.0498346376505985,0.0181690774976514,0.1163854630763569,0.0957854406130268,0.1188179190629521,10.296934865900385,0.0959171908009448,4.394157088122606,2052,0,1506,0,66.287100456621,15.83628710045662,28.044677511415525,619311.1794379853,329549.34817649727,262183.6919573915,0.0,64114.00427796223,40.71777664945128,24748.38999490625,0.0,470003.27263919066,470003.27263919066,176.11070826613044,106.0164042051686,78.92226915042659,26.261248976346344,167.12079875983437,648965.7863504797,359203.9550889917,272955.4986770375,13.245908945605594,24783.814141427636,106.0164042051686,59.74018199233716,10.296934865900385,0.1975574712643678,0.0598659003831417,9.452825670498084,-4.569517767532844,-8.255645989518007,-3.9463600373888195,-100.0,-0.1429325862405166,0.0,-27.364703065134094,-0.9039750957854427,6.842672413793103,0.0359195402298851,0.8441091954023001
kolkata,ssp585,kolkata_ssp585_mid_2050s_typical_2057,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000005,27.23256862671766,0.0769399345466155,16.343390804597703,3.0771072796934864,8.09371313902954,3.478208812260537,15.176005747126435,0.0642456590629286,0.0453245870214563,0.0189210720414723,0.1047311828248087,0.0897988505747126,0.0984615261564152,4.909003831417625,0.0828995216718862,2.1910919540229887,1545,0,1271,0,62.43436073059361,15.83607305936073,28.058062214611873,554545.5895797204,264773.6541193584,215459.05927043845,0.0,46062.93884900893,40.71777664945128,24820.2904531672,0.0,433030.62405216147,433030.62405216147,176.19254222801283,106.07890975921664,78.98477470447463,26.261248976346344,165.10302063598056,583870.472198369,294098.536738007,226765.2104074939,40.624177061334294,24862.74407470915,106.07890975921664,69.91139846743295,7.435344827586207,0.7722701149425287,0.0538793103448275,4.418103448275862,-5.02249797086596,-9.971107963985618,-4.985840251570537,-100.0,-0.17075195487023853,0.0,-53.56800766283524,-4.35823754789272,14.403735632183906,0.0359195402298851,0.49090038314176265
kolkata,ssp585,kolkata_ssp585_near_2030s_heatwave_extreme_2032,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000005,27.00303876917569,-0.0282374281609195,12.835249042145596,0.443007662835249,7.126466981024045,0.5268199233716475,21.426005747126435,0.0641016841879012,0.0443986245084027,0.0197030596794985,0.0962738888333254,0.0059865900383141,0.0920500790272128,1.766044061302682,0.0797339576010535,0.6824712643678161,1203,0,1121,0,60.84760273972603,15.836115867579908,28.06832191780822,518992.6641397837,229191.4198599232,187335.69150854615,0.0327428644491337,38604.02067813872,40.71777664945128,25043.378461032626,0.0,403469.8372799706,403469.8372799706,172.56590797946023,102.46118341632126,75.36704836157925,26.261248976346344,155.97589344851133,545662.5305110543,255861.28623119392,198038.80730113172,82.43946470326996,25038.454429409096,102.47451938358073,76.19731800766284,9.794061302681992,1.0296934865900382,0.0,3.3465038314176243,-4.887611825992939,-10.423564566611335,-5.40455476300195,-99.96028253632288,0.019665876891132986,-0.013013934917368209,-63.362068965517246,-9.351053639846743,20.396312260536398,0.0059865900383141,-1.5804597701149423
kolkata,ssp585,kolkata_ssp585_near_2030s_hot_2030,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000005,27.124553467306175,0.0255806593231162,15.39750957854406,1.3110632183908046,7.617862261596433,1.7420977011494254,20.26460727969349,0.0656922658674665,0.0466870969202639,0.0190051689472026,0.1197988089829366,0.0,0.0984494057310999,3.8553639846743297,0.0833188911394283,1.4008620689655171,1399,0,1218,0,61.61815068493151,15.836244292237444,28.06414098173516,541232.3501760713,251458.40549489635,203863.17327495833,2.4038278220886853,44341.17239653146,40.71777664945128,25226.48707374346,1.6029859574650354,422541.7331150934,422543.3361010508,173.53266412894487,103.41221283354342,76.31807777880142,26.261248976346344,159.24881288834513,570987.3653262858,281213.42064511095,214901.07674432348,76.4127607289766,25173.142783885865,103.41221283354342,66.56489463601532,8.896072796934867,4.729406130268199,0.0,3.6458333333333335,-5.211151236807368,-10.580937098220925,-5.136271831014318,-96.85415394083893,0.21190953515642574,0.0,-51.167385057471265,-7.585009578544062,15.53520114942529,0.0,0.20953065134099624
kolkata,ssp585,kolkata_ssp585_near_2030s_typical_2038,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000005,27.02705605512366,-0.0230072637292464,13.71527777777778,2.005507662835249,7.569549435455174,2.1551724137931036,24.82638888888889,0.0640951024830188,0.0448741890758765,0.0192209134071422,0.1009757252342581,0.0,0.0945156215297221,2.8017241379310347,0.0808720728521759,0.8381226053639846,1277,0,1162,0,61.135844748858446,15.836115867579908,28.0664098173516,517850.35906821577,228060.84174622985,186665.9201183169,0.0046475104570111,38143.248830880824,40.71777664945128,25127.47540571245,0.0,406977.4053466853,406977.4053466853,175.01700660331892,104.9005730748006,77.8064380200586,26.261248976346344,166.48468879014015,545714.1943470658,255924.6770250798,197887.9480503992,103.9055581571989,25092.837416470556,104.9005730748006,78.69971264367817,11.757662835249045,0.850095785440613,0.0,3.7416187739463607,-5.105939256754795,-10.887514093109276,-5.670900144572834,-99.99552717819967,0.1380393483088362,0.0,-64.98443486590038,-9.752155172413795,23.976293103448278,0.0,-0.939894636015326
phoenix,ssp245,phoenix_ssp245_baseline_2020s_heatwave_extreme_2025,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000005,26.684493576123103,-0.3311826309067688,30.64535440613027,11.979166666666668,12.29408017571231,12.781369731800766,39.57734674329502,0.0882177416627465,0.06958244930516,0.0186352923575865,0.1742170581371039,0.7602969348659003,0.1394284898961665,19.60009578544061,0.1178965039955531,12.206657088122604,3640,0,2088,0,65.27111872146119,15.837357305936074,27.994106735159814,473546.0726224226,183317.0627798019,145203.05336358296,92.93928098943772,34769.033244738,40.71777664945128,29402.05617470056,71.29937112508425,455878.70871064067,455950.0080817658,181.94428187871085,112.02235764826362,84.03355362218774,27.493957014244213,181.30032057729107,510594.510736212,220365.5008935913,161127.49948998037,517.2739411757705,28235.351032741873,112.41016665096532,78.89727011494253,36.889367816091955,30.932710727969347,0.6226053639846743,8.42911877394636,-7.255941326194501,-16.81226778400268,-9.883133653040808,-82.03287009235657,4.132072381907943,-0.34499459813617367,-48.25191570881226,-24.910201149425287,8.64463601532567,0.13769157088122608,11.170977011494251
phoenix,ssp245,phoenix_ssp245_baseline_2020s_hot_2028,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000005,26.891985376627854,-0.2384645593869731,23.527298850574713,5.022749042145594,9.428751969951668,5.3999042145593865,34.440852490421456,0.0803067467972944,0.0614340638402332,0.0188726829570612,0.1619044851334869,0.3472222222222222,0.120531493166288,10.90756704980843,0.1040699361168493,6.160201149425287,2425,0,1656,0,65.70776255707761,15.837143264840185,28.039190924657536,477962.8008308101,188210.13104975468,150258.79761258708,37.04940232183402,34662.83480507253,40.71777664945128,27548.8485623071,27.91932878579436,465626.0081252216,465653.92745400744,184.95726644580827,114.99476563494278,86.9264853950541,27.493957014244213,181.37092227929313,516413.6524646947,226660.9826836392,167532.5301207726,264.04081677727555,26949.383180834717,114.98199087574532,80.41187739463601,31.956417624521073,22.06058429118774,0.0,4.75933908045977,-7.445746534850439,-16.96403641183894,-10.310673691690237,-85.96830491056767,2.2244122525917303,0.011110226132073488,-56.8845785440613,-26.93366858237548,12.380268199233715,0.3472222222222222,6.1482279693486594
phoenix,ssp245,phoenix_ssp245_baseline_2020s_typical_2026,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000005,26.78052307309248,-0.2894254469987228,25.53280651340996,9.650383141762452,10.940380081762534,10.368773946360154,35.656130268199234,0.0844553467560627,0.0660304419236668,0.0184249048323958,0.1814379445942528,2.1671455938697317,0.1307901665335795,17.53472222222222,0.1121197016319801,11.979166666666668,3583,0,2033,0,65.47659817351598,15.838391837899543,27.987000570776257,473328.81633389194,183600.25523121515,144663.666196524,64.78582804087442,35620.37510025219,40.71777664945128,28733.852618174904,50.76545917052634,469016.9765911387,469067.7420503093,185.57033470512263,115.6606174707794,87.67625255833426,27.493957014244213,181.33709131380033,510735.1974348147,221006.6363321381,161689.78063617754,301.35423803582444,27921.499247163683,115.47445130265352,83.59075670498083,30.05866858237548,28.873323754789272,0.7602969348659003,8.722461685823754,-7.324026479631248,-16.92545605042694,-10.530111657436448,-78.5017697235196,2.909418881200446,0.16121849121235143,-58.057950191570875,-20.408285440613028,6.782806513409962,1.4068486590038314,8.812260536398467
phoenix,ssp245,phoenix_ssp245_late_2080s_heatwave_extreme_2086,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000005,27.10580433873174,-0.1294968470625798,23.50933908045977,5.046695402298851,9.364682731214806,5.453783524904215,30.423850574712645,0.0790903597232355,0.0594648860663237,0.0196254736569118,0.1606882171230105,0.6226053639846743,0.1251644371755981,12.990900383141762,0.1055631801826545,7.201867816091954,2644,0,1739,0,68.01655251141553,15.837257420091325,28.0300799086758,518785.46355264226,229064.9223163908,181976.25169330128,18.29510580200287,43818.95392447896,40.71777664945128,26860.98019075224,13.400612119892886,504828.4153522708,504841.8159643907,190.34023343873267,120.46038167612927,92.7775759339267,27.493957014244213,179.81770392850734,557891.8245409905,268171.2833047388,198528.8222038925,198.26197487588755,26418.408511511298,120.24019788065934,71.65948275862068,23.545258620689655,27.96336206896552,0.0538793103448275,5.818965517241379,-7.009667334796185,-14.582605753468824,-8.337615831716079,-90.77225685184683,1.6752397444687182,0.18311995435043468,-48.150143678160916,-18.498563218390803,2.4604885057471257,0.5687260536398467,7.171934865900383
phoenix,ssp245,phoenix_ssp245_late_2080s_hot_2086,paperb_p90_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000005,27.10580433873174,-0.1294968470625798,23.50933908045977,5.046695402298851,9.364682731214806,5.453783524904215,30.423850574712645,0.0790903597232355,0.0594648860663237,0.0196254736569118,0.1606882171230105,0.6226053639846743,0.1251644371755981,12.990900383141762,0.1055631801826545,7.201867816091954,2644,0,1739,0,68.01655251141553,15.837257420091325,28.0300799086758,518785.46355264226,229064.9223163908,181976.25169330128,18.29510580200287,43818.95392447896,40.71777664945128,26860.98019075224,13.400612119892886,504828.4153522708,504841.8159643907,190.34023343873267,120.46038167612927,92.7775759339267,27.493957014244213,179.81770392850734,557891.8245409905,268171.2833047388,198528.8222038925,198.26197487588755,26418.408511511298,120.24019788065934,71.65948275862068,23.545258620689655,27.96336206896552,0.0538793103448275,5.818965517241379,-7.009667334796185,-14.582605753468824,-8.337615831716079,-90.77225685184683,1.6752397444687182,0.18311995435043468,-48.150143678160916,-18.498563218390803,2.4604885057471257,0.5687260536398467,7.171934865900383
