weather,strategy,n_steps,occupied_steps,paperb_met,paperb_people_activity_w_per_person,mean_operative_temp_c_occ,mean_pmv_occ,pmv_violation_pct_occ,pmv_abs_gt_1_0_pct_occ,mean_ppd_pct_occ,ppd_gt_25_pct_occ,adaptive_violation_pct_occ,mean_p_tail_occ,mean_warm_tail_occ,mean_cold_tail_occ,p95_p_tail_occ,mean_zone_p_tail_ge_0p20_pct_occ,max_zone_p_tail_mean_occ,max_zone_p_tail_ge_0p20_pct_occ,relax_action_count,guard_hold_count,warm_protection_count,cold_protection_count,hvac_on_pct_all,mean_heating_setpoint_c,mean_cooling_setpoint_c,electricity_kwh,hvac_electricity_kwh,cooling_electricity_kwh,heating_electricity_kwh,fan_electricity_kwh,pump_electricity_kwh,natural_gas_kwh,zone_heating_kwh_thermal,zone_cooling_kwh_thermal,zone_hvac_kwh_thermal,peak_facility_electric_kw_15min,peak_hvac_electric_kw_15min,peak_cooling_electric_kw_15min,peak_fan_electric_kw_15min,peak_zone_hvac_kw_15min
houston_ssp245_baseline_2020s_heatwave_extreme_2026,diagnostic_reference,35040,16704,0.8543330000000003,93.20000000000003,25.304785539052343,-0.6980976213282247,70.18079501915709,26.95162835249042,21.773568068077413,29.400143678160916,12.763409961685824,0.07713038910593961,0.05520364570888851,0.02192674339705109,0.13847464183373243,0.34123563218390807,0.12044705018090392,8.937978927203066,0,0,0,0,59.877283105022826,16.767123287671232,27.13972602739726,522421.11280620063,232778.08633871897,172858.2114105438,1617.0721745586577,55051.41553067232,40.71777664945128,32076.307118957753,901.6903201560657,409440.986639934,410342.67696009,169.49285775324404,99.28582649528697,72.15132082218554,26.301619594705755,159.3404033449477
houston_ssp245_baseline_2020s_heatwave_extreme_2026,paperb_adaptive_band_relax,35040,16704,0.8543330000000003,93.20000000000003,26.38722806466967,-0.29517201468710097,36.637931034482754,16.044061302681992,15.145980149843698,16.750478927203066,32.06417624521073,0.07461188998169384,0.05474222404710882,0.019869665934585015,0.13016188370331644,0.005986590038314176,0.12059655563911313,10.350814176245212,2186,4453,1558,0,60.893264840182646,15.843600826176335,27.93333398827679,493683.13387079927,204040.10740331764,161799.16822351146,380.29314990431243,38609.258806957674,40.71777664945128,33090.73674915576,274.61856129416867,392807.02135986154,393081.63992115576,169.43786042309546,99.2822187495177,72.14771307641628,26.301619594705755,167.69375602502006
houston_ssp245_baseline_2020s_heatwave_extreme_2026,paperb_gate_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,26.639746960550507,-0.19988936781609196,28.57998084291188,9.788074712643677,12.04629621065199,10.243055555555555,38.25431034482759,0.0786093098034796,0.060029443179150516,0.018579866624329106,0.150582248019791,0.610632183908046,0.12502656678420335,12.003113026819925,1177,0,1106,0,61.10445205479452,15.836044520547945,28.067608447488585,490604.5606512751,200961.5341837934,160478.632928353,303.1544119705065,36928.359620525756,40.71777664945128,33366.18268630254,225.5282639640736,387625.6681122723,387851.1963762364,169.43786042309546,99.2822187495177,72.14771307641628,26.301619594705755,167.69375602495023
houston_ssp245_baseline_2020s_heatwave_extreme_2026,paperb_mu_relax,35040,16704,0.8543330000000003,93.20000000000003,26.642016627525308,-0.19899676724137932,28.705699233716476,9.614463601532568,11.98746966401601,10.057471264367816,38.25431034482759,0.07876560348063003,0.06020199756684268,0.01856360591378734,0.15137698449867706,0.6944444444444444,0.12485022752711873,11.88338122605364,1213,0,1138,0,61.10445205479452,15.836130136986302,28.068757134703198,490632.83273111103,200989.80626362932,160517.76484111714,300.93536533489254,36919.71883423316,40.71777664945128,33453.33965699317,223.9256719187531,387544.3459767568,387768.27164867555,169.43786042309546,99.2822187495177,72.14771307641628,26.301619594705755,167.69375602467323
houston_ssp245_baseline_2020s_heatwave_extreme_2026,paperb_pmv_exceedance_guard_relax,35040,16704,0.8543330000000003,93.20000000000003,26.264642787370274,-0.34207104086845463,49.97006704980843,14.355842911877396,15.370575283081097,15.72677203065134,24.000239463601535,0.0842263673819584,0.06471851615987757,0.019507851222080843,0.16627537447311141,2.256944444444444,0.1356019717847957,17.935823754789272,3050,5949,662,655,60.94463470319634,16.388814675318052,27.783470782623986,497925.70976954314,208282.68330206152,163407.2573460622,2279.437251464254,39344.601481590864,40.71777664945128,32913.916394327294,1136.968732387776,395294.60645782005,396431.57519020786,169.4540503403338,99.28226257239427,72.14775689929287,26.301619594705755,168.7148997890702
houston_ssp245_baseline_2020s_heatwave_extreme_2026,paperb_ppd_guard_relax,35040,16704,0.8543330000000003,93.20000000000003,26.263810456532504,-0.34234434865900387,50.6764846743295,14.014607279693486,15.29491279117113,15.241858237547893,24.16786398467433,0.08419764923615924,0.06468415694917175,0.019513492286987493,0.1654780354481533,2.1671455938697317,0.136001274400859,18.23515325670498,3192,6008,660,702,60.97888127853881,16.40380014915989,27.781411450529752,497877.24456294,208234.21809545826,163388.02669594975,2268.752549404138,39326.05162716026,40.71777664945128,32908.46408030388,1133.6154374314744,395318.5916761246,396452.20711355616,169.45402732718333,99.28226257239427,72.14775689929287,26.301619594705755,168.7148997889548
houston_ssp245_baseline_2020s_heatwave_extreme_2026,reference,35040,16704,0.8543330000000003,93.20000000000003,25.304785539052343,-0.6980976213282247,70.18079501915709,26.95162835249042,21.773568068077413,29.400143678160916,12.763409961685824,,,,,0.0,,0.0,0,0,0,0,59.877283105022826,16.767123287671232,27.13972602739726,522421.11280620063,232778.08633871897,172858.2114105438,1617.0721745586577,55051.41553067232,40.71777664945128,32076.307118957753,901.6903201560657,409440.986639934,410342.67696009,169.49285775324404,99.28582649528697,72.15132082218554,26.301619594705755,159.3404033449477
houston_ssp245_baseline_2020s_hot_2026,diagnostic_reference,35040,16704,0.8543330000000003,93.20000000000003,25.304785539052343,-0.6980976213282247,70.18079501915709,26.95162835249042,21.773568068077413,29.400143678160916,12.763409961685824,0.07713038910593961,0.05520364570888851,0.02192674339705109,0.13847464183373243,0.34123563218390807,0.12044705018090392,8.937978927203066,0,0,0,0,59.877283105022826,16.767123287671232,27.13972602739726,522421.11280620063,232778.08633871897,172858.2114105438,1617.0721745586577,55051.41553067232,40.71777664945128,32076.307118957753,901.6903201560657,409440.986639934,410342.67696009,169.49285775324404,99.28582649528697,72.15132082218554,26.301619594705755,159.3404033449477
houston_ssp245_baseline_2020s_hot_2026,paperb_adaptive_band_relax,35040,16704,0.8543330000000003,93.20000000000003,26.38722806466967,-0.29517201468710097,36.637931034482754,16.044061302681992,15.145980149843698,16.750478927203066,32.06417624521073,0.07461188998169384,0.05474222404710882,0.019869665934585015,0.13016188370331644,0.005986590038314176,0.12059655563911313,10.350814176245212,2186,4453,1558,0,60.893264840182646,15.843600826176335,27.93333398827679,493683.13387079927,204040.10740331764,161799.16822351146,380.29314990431243,38609.258806957674,40.71777664945128,33090.73674915576,274.61856129416867,392807.02135986154,393081.63992115576,169.43786042309546,99.2822187495177,72.14771307641628,26.301619594705755,167.69375602502006
houston_ssp245_baseline_2020s_hot_2026,paperb_gate_tail_asym_relax,35040,16704,0.8543330000000003,93.20000000000003,26.639746960550507,-0.19988936781609196,28.57998084291188,9.788074712643677,12.04629621065199,10.243055555555555,38.25431034482759,0.0786093098034796,0.060029443179150516,0.018579866624329106,0.150582248019791,0.610632183908046,0.12502656678420335,12.003113026819925,1177,0,1106,0,61.10445205479452,15.836044520547945,28.067608447488585,490604.5606512751,200961.5341837934,160478.632928353,303.1544119705065,36928.359620525756,40.71777664945128,33366.18268630254,225.5282639640736,387625.6681122723,387851.1963762364,169.43786042309546,99.2822187495177,72.14771307641628,26.301619594705755,167.69375602495023
