city,pathway,strategy_label,facility_elec_pct,hvac_elec_pct,cooling_elec_pct,heating_elec_pct,pmv_violation_pp,adaptive_violation_pp,mean_tail_pp,max_tail_pp
Houston,SSP585,PMV guard,-4.197517016100665,-9.28410857915073,-4.850601844870453,34.65452404721699,-19.557191890166024,11.740201947637294,1.0002594189016605,5.982100095785441
Houston,SSP585,PPD guard,-4.171680514080797,-9.227887869448299,-4.796878988838876,34.49489077318675,-18.996447956577267,11.735712005108558,1.0017560664112388,5.986590038314177
Houston,SSP585,Mean TSV tail,-5.439078534593544,-12.04778450792485,-6.365236498793536,-85.26818973951188,-43.09746168582375,26.087064974457217,0.4100814176245211,0.6495450191570883
Houston,SSP585,p90 TSV tail,-5.371678510489827,-11.895663616434954,-6.35546359029174,-83.44913381751567,-42.569643997445716,25.600155651340998,0.04090836526181351,0.7902298850574718
Houston,SSP585,Expected TSV,-5.441221284936289,-12.05300732978452,-6.359420935057302,-85.40717960697718,-43.02612148786718,26.096044859514688,0.48142161558109836,0.6894556194125162
Kolkata,SSP245,Adaptive,-4.8972538074707455,-9.624017955241902,-4.680998992168205,-99.77960561579984,-44.5033125798212,13.869931353767562,0.026440772669220947,-0.01596424010217105
Kolkata,SSP245,PMV guard,-4.714590226271118,-9.263077502806135,-4.602103940973192,-32.10716051196664,-38.70929118773946,9.217852011494253,0.027937420178799483,1.218769955300128
Kolkata,SSP245,PPD guard,-4.690290240781231,-9.215510727220286,-4.565625339808082,-26.32549011214857,-38.465836526181356,9.043243135376756,0.027937420178799483,1.237727490421456
Kolkata,SSP245,Mean TSV tail,-5.062963540870746,-9.952709998438479,-4.910340197291409,-99.92282725882013,-47.13940772669221,15.713801085568328,0.026440772669220947,-0.04090836526181352
Kolkata,SSP245,p90 TSV tail,-5.018568092537049,-9.865734697115242,-4.892892594999666,-99.92282627195705,-47.188298212005115,15.59905810983397,0.029434067688378047,0.07533125798212008
Kolkata,SSP245,Expected TSV,-5.056973102659172,-9.941001056409979,-4.905781440066522,-99.92282725882013,-47.13042784163474,15.667903895274584,0.02743853767560664,-0.04988825031928475
Kolkata,SSP585,Adaptive,-4.869095253612515,-9.541546958569734,-4.63953077535031,-98.6715608199545,-42.53921216475096,11.80106561302682,0.055874840357598966,0.28835408684546643
Kolkata,SSP585,PMV guard,-4.654911210682788,-9.11817834442274,-4.4764070878731985,-16.708808093142697,-36.7606561302682,7.247765006385696,0.061362547892720325,1.5639966475095786
Kolkata,SSP585,PPD guard,-4.641857109265193,-9.093133041917934,-4.469885463424418,-10.622653388069565,-36.717253352490424,7.270713601532567,0.062360312899106034,1.509618454661558
Kolkata,SSP585,Mean TSV tail,-5.022633529153109,-9.85768893891312,-4.856488410058117,-99.62141718816987,-45.23317768199234,13.472820881226054,0.055874840357598966,0.2130228288633461
Kolkata,SSP585,p90 TSV tail,-4.982218811121887,-9.781759628661758,-4.840443922020829,-99.62230899427101,-45.27358716475096,13.346104725415069,0.056872605363984675,0.31080379948914494
Kolkata,SSP585,Expected TSV,-5.016832239592051,-9.846621353719998,-4.851659960011275,-99.62094435319865,-45.238665389527455,13.44238904853129,0.05687260536398467,0.1940652937420185
Phoenix,SSP245,Adaptive,-6.412246840668047,-14.20952960403531,-8.317610013013457,-86.51627122578124,-43.73702905491698,6.855643358876118,0.08680555555555558,3.7017081736909323
Phoenix,SSP245,PMV guard,-5.914999672737633,-13.090155473254832,-7.88800208210998,20.555433157170278,-25.475933908045974,-1.073595146871009,1.355962643678161,3.816451149425287
Phoenix,SSP245,PPD guard,-5.867462443056003,-12.989211824050406,-7.813658014594189,20.4828996701284,-24.76203304597701,-1.0082415389527455,1.3839000638569603,3.8728248722860794
Phoenix,SSP245,Mean TSV tail,-7.368601564219605,-16.32628269038913,-9.58977775250453,-91.30003089195809,-53.89128352490422,11.325131704980842,1.749580938697318,7.3909442848020435
Phoenix,SSP245,p90 TSV tail,-7.161777692400051,-15.866623340417048,-9.406973836037322,-89.53530332213701,-52.506385696040866,10.429138729246487,0.3312579821200511,6.659582535121328
Phoenix,SSP245,Expected TSV,-7.298738571658034,-16.171323034016513,-9.516862593776883,-91.24824700958844,-53.160919540229884,11.191431194125158,1.9266842273307792,7.2542504789272035
Phoenix,SSP585,Adaptive,-6.036114773961135,-13.04653980149758,-7.576894780521257,-87.19902599562083,-42.61254789272031,6.688517720306511,0.10476532567049807,3.5774864303959135
Phoenix,SSP585,PMV guard,-5.563469456623054,-12.025012372690428,-7.188066833611526,22.10610945800369,-23.88499760536398,-2.1272349936143047,1.0880627394636015,3.5445601851851856
Phoenix,SSP585,PPD guard,-5.5467975493992325,-11.988644822688087,-7.1574908120768095,22.145153220739484,-23.455459770114942,-2.0489104406130285,1.0985392720306513,3.5849696679438074
Phoenix,SSP585,Mean TSV tail,-6.998313521979035,-15.122492152191624,-8.81130331287981,-91.44057296821809,-51.9805635376756,9.97964559386973,1.4821799169859515,6.577266922094508
Phoenix,SSP585,p90 TSV tail,-6.808072456948114,-14.708824896438214,-8.641444856825588,-89.63375820563999,-50.70492097701149,9.049728607918263,0.20254629629629636,5.9496727330779065
Phoenix,SSP585,Expected TSV,-6.9480325430629195,-15.012555811416107,-8.758732774166946,-91.38501578895666,-51.44177043422732,9.873882503192847,1.6223659003831417,6.569783684546615
