scope,scaled_run_id,anchor_id,city,scenario,selector_role,zone_order,zone,selected_count,selected_denominator,selected_share,warm_protection_selected_count,warm_protection_denominator,warm_protection_selected_share,is_scenario_worst_cumulative_dh28_zone,worst_cumulative_dh28_scenario_count
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,1,Core_bottom,2377,16704,0.142301245210728,78,543,0.143646408839779,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,2,Core_mid,1957,16704,0.117157567049808,41,543,0.0755064456721915,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,3,Core_top,1016,16704,0.060823754789272,8,543,0.0147329650092081,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,4,Perimeter_top_ZN_3,1346,16704,0.0805795019157088,20,543,0.0368324125230203,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,5,Perimeter_top_ZN_2,801,16704,0.0479525862068966,17,543,0.0313075506445672,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,6,Perimeter_top_ZN_1,1771,16704,0.106022509578544,108,543,0.198895027624309,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,7,Perimeter_top_ZN_4,851,16704,0.0509458812260536,26,543,0.0478821362799263,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,8,Perimeter_bot_ZN_3,812,16704,0.0486111111111111,0,543,0,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,9,Perimeter_bot_ZN_2,724,16704,0.0433429118773946,10,543,0.0184162062615101,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,10,Perimeter_bot_ZN_1,1472,16704,0.0881226053639847,78,543,0.143646408839779,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,11,Perimeter_bot_ZN_4,501,16704,0.029992816091954,6,543,0.0110497237569061,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,12,Perimeter_mid_ZN_3,897,16704,0.0536997126436782,22,543,0.0405156537753223,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,13,Perimeter_mid_ZN_2,441,16704,0.0264008620689655,5,543,0.00920810313075507,False,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,14,Perimeter_mid_ZN_1,1332,16704,0.0797413793103448,108,543,0.198895027624309,True,
scenario,SCALED-96-044,guangzhou_ssp585_present_typical,Guangzhou,ssp585,present_typical,15,Perimeter_mid_ZN_4,406,16704,0.0243055555555556,16,543,0.0294659300184162,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,1,Core_bottom,1509,16704,0.0903376436781609,46,2099,0.0219151977131968,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,2,Core_mid,1394,16704,0.0834530651340996,53,2099,0.0252501191043354,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,3,Core_top,765,16704,0.0457974137931034,7,2099,0.00333492139113864,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,4,Perimeter_top_ZN_3,1701,16704,0.101831896551724,440,2099,0.209623630300143,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,5,Perimeter_top_ZN_2,728,16704,0.0435823754789272,41,2099,0.0195331110052406,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,6,Perimeter_top_ZN_1,2096,16704,0.125478927203065,408,2099,0.194378275369223,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,7,Perimeter_top_ZN_4,686,16704,0.0410680076628352,31,2099,0.0147689375893283,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,8,Perimeter_bot_ZN_3,665,16704,0.0398108237547893,20,2099,0.00952834683182468,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,9,Perimeter_bot_ZN_2,521,16704,0.0311901340996169,11,2099,0.00524059075750357,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,10,Perimeter_bot_ZN_1,1584,16704,0.0948275862068965,361,2099,0.171986660314435,True,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,11,Perimeter_bot_ZN_4,388,16704,0.023227969348659,4,2099,0.00190566936636494,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,12,Perimeter_mid_ZN_3,1653,16704,0.0989583333333333,241,2099,0.114816579323487,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,13,Perimeter_mid_ZN_2,482,16704,0.0288553639846743,21,2099,0.0100047641734159,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,14,Perimeter_mid_ZN_1,2150,16704,0.128711685823755,394,2099,0.187708432586946,False,
scenario,SCALED-96-048,guangzhou_ssp585_future_extreme,Guangzhou,ssp585,future_extreme,15,Perimeter_mid_ZN_4,382,16704,0.0228687739463602,21,2099,0.0100047641734159,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,1,Core_bottom,2393,16704,0.143259099616858,32,427,0.0749414519906323,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,2,Core_mid,1591,16704,0.0952466475095785,53,427,0.124121779859485,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,3,Core_top,1036,16704,0.0620210727969349,14,427,0.0327868852459016,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,4,Perimeter_top_ZN_3,1019,16704,0.0610033524904215,9,427,0.0210772833723653,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,5,Perimeter_top_ZN_2,1292,16704,0.0773467432950192,43,427,0.100702576112412,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,6,Perimeter_top_ZN_1,1730,16704,0.103568007662835,55,427,0.128805620608899,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,7,Perimeter_top_ZN_4,1130,16704,0.0676484674329502,9,427,0.0210772833723653,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,8,Perimeter_bot_ZN_3,794,16704,0.0475335249042146,5,427,0.0117096018735363,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,9,Perimeter_bot_ZN_2,876,16704,0.0524425287356322,34,427,0.0796252927400468,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,10,Perimeter_bot_ZN_1,1383,16704,0.0827945402298851,63,427,0.147540983606557,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,11,Perimeter_bot_ZN_4,581,16704,0.0347820881226054,7,427,0.0163934426229508,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,12,Perimeter_mid_ZN_3,566,16704,0.0338840996168582,14,427,0.0327868852459016,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,13,Perimeter_mid_ZN_2,731,16704,0.0437619731800766,33,427,0.0772833723653396,False,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,14,Perimeter_mid_ZN_1,1075,16704,0.0643558429118774,46,427,0.107728337236534,True,
scenario,SCALED-96-052,houston_ssp245_present_typical,Houston,ssp245,present_typical,15,Perimeter_mid_ZN_4,507,16704,0.0303520114942529,10,427,0.0234192037470726,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,1,Core_bottom,2257,16704,0.135117337164751,148,1014,0.145956607495069,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,2,Core_mid,1675,16704,0.100275383141762,158,1014,0.155818540433925,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,3,Core_top,886,16704,0.0530411877394636,20,1014,0.019723865877712,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,4,Perimeter_top_ZN_3,1350,16704,0.0808189655172414,45,1014,0.0443786982248521,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,5,Perimeter_top_ZN_2,1380,16704,0.0826149425287356,90,1014,0.0887573964497041,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,6,Perimeter_top_ZN_1,1804,16704,0.107998084291188,132,1014,0.130177514792899,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,7,Perimeter_top_ZN_4,1157,16704,0.069264846743295,68,1014,0.0670611439842209,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,8,Perimeter_bot_ZN_3,419,16704,0.0250838122605364,3,1014,0.0029585798816568,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,9,Perimeter_bot_ZN_2,874,16704,0.0523227969348659,41,1014,0.0404339250493097,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,10,Perimeter_bot_ZN_1,1181,16704,0.0707016283524904,63,1014,0.0621301775147929,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,11,Perimeter_bot_ZN_4,453,16704,0.0271192528735632,13,1014,0.0128205128205128,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,12,Perimeter_mid_ZN_3,836,16704,0.0500478927203065,30,1014,0.029585798816568,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,13,Perimeter_mid_ZN_2,676,16704,0.0404693486590038,43,1014,0.0424063116370809,False,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,14,Perimeter_mid_ZN_1,1188,16704,0.0711206896551724,118,1014,0.116370808678501,True,
scenario,SCALED-96-056,houston_ssp245_future_extreme,Houston,ssp245,future_extreme,15,Perimeter_mid_ZN_4,568,16704,0.0340038314176245,42,1014,0.0414201183431953,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,1,Core_bottom,2301,16704,0.137751436781609,189,1102,0.171506352087114,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,2,Core_mid,1718,16704,0.102849616858238,234,1102,0.212341197822142,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,3,Core_top,896,16704,0.053639846743295,32,1102,0.029038112522686,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,4,Perimeter_top_ZN_3,1107,16704,0.0662715517241379,12,1102,0.0108892921960073,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,5,Perimeter_top_ZN_2,1228,16704,0.0735153256704981,84,1102,0.0762250453720508,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,6,Perimeter_top_ZN_1,1896,16704,0.113505747126437,133,1102,0.120689655172414,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,7,Perimeter_top_ZN_4,1152,16704,0.0689655172413793,48,1102,0.043557168784029,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,8,Perimeter_bot_ZN_3,580,16704,0.0347222222222222,4,1102,0.00362976406533575,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,9,Perimeter_bot_ZN_2,910,16704,0.054477969348659,24,1102,0.0217785843920145,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,10,Perimeter_bot_ZN_1,1279,16704,0.0765684865900383,73,1102,0.0662431941923775,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,11,Perimeter_bot_ZN_4,423,16704,0.025323275862069,11,1102,0.00998185117967332,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,12,Perimeter_mid_ZN_3,753,16704,0.0450790229885057,19,1102,0.0172413793103448,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,13,Perimeter_mid_ZN_2,706,16704,0.0422653256704981,59,1102,0.0535390199637024,False,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,14,Perimeter_mid_ZN_1,1211,16704,0.0724976053639847,159,1102,0.144283121597096,True,
scenario,SCALED-96-060,houston_ssp585_present_typical,Houston,ssp585,present_typical,15,Perimeter_mid_ZN_4,544,16704,0.0325670498084291,21,1102,0.0190562613430127,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,1,Core_bottom,1932,16704,0.11566091954023,0,579,0,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,2,Core_mid,1100,16704,0.0658524904214559,12,579,0.0207253886010363,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,3,Core_top,903,16704,0.054058908045977,18,579,0.0310880829015544,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,4,Perimeter_top_ZN_3,1491,16704,0.0892600574712644,54,579,0.0932642487046632,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,5,Perimeter_top_ZN_2,1279,16704,0.0765684865900383,55,579,0.0949913644214162,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,6,Perimeter_top_ZN_1,2113,16704,0.126496647509579,117,579,0.202072538860104,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,7,Perimeter_top_ZN_4,1261,16704,0.0754909003831418,67,579,0.115716753022453,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,8,Perimeter_bot_ZN_3,553,16704,0.0331058429118774,4,579,0.00690846286701209,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,9,Perimeter_bot_ZN_2,687,16704,0.0411278735632184,13,579,0.0224525043177893,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,10,Perimeter_bot_ZN_1,1191,16704,0.0713002873563218,80,579,0.138169257340242,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,11,Perimeter_bot_ZN_4,463,16704,0.0277179118773946,7,579,0.0120898100172712,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,12,Perimeter_mid_ZN_3,983,16704,0.0588481800766283,28,579,0.0483592400690846,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,13,Perimeter_mid_ZN_2,792,16704,0.0474137931034483,27,579,0.0466321243523316,False,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,14,Perimeter_mid_ZN_1,1382,16704,0.0827346743295019,57,579,0.0984455958549223,True,
scenario,SCALED-96-064,houston_ssp585_future_extreme,Houston,ssp585,future_extreme,15,Perimeter_mid_ZN_4,574,16704,0.0343630268199234,40,579,0.0690846286701209,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,1,Core_bottom,2207,16704,0.132124042145594,0,382,0,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,2,Core_mid,1666,16704,0.0997365900383142,0,382,0,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,3,Core_top,1189,16704,0.0711805555555556,0,382,0,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,4,Perimeter_top_ZN_3,1522,16704,0.0911159003831418,37,382,0.0968586387434555,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,5,Perimeter_top_ZN_2,917,16704,0.054897030651341,4,382,0.0104712041884817,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,6,Perimeter_top_ZN_1,2312,16704,0.138409961685824,164,382,0.429319371727749,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,7,Perimeter_top_ZN_4,579,16704,0.0346623563218391,0,382,0,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,8,Perimeter_bot_ZN_3,768,16704,0.0459770114942529,2,382,0.00523560209424084,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,9,Perimeter_bot_ZN_2,539,16704,0.0322677203065134,1,382,0.00261780104712042,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,10,Perimeter_bot_ZN_1,1558,16704,0.0932710727969349,56,382,0.146596858638743,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,11,Perimeter_bot_ZN_4,314,16704,0.0187978927203065,0,382,0,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,12,Perimeter_mid_ZN_3,1004,16704,0.0601053639846743,16,382,0.0418848167539267,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,13,Perimeter_mid_ZN_2,488,16704,0.0292145593869732,7,382,0.0183246073298429,False,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,14,Perimeter_mid_ZN_1,1421,16704,0.0850694444444444,95,382,0.24869109947644,True,
scenario,SCALED-96-068,kolkata_ssp245_present_typical,Kolkata,ssp245,present_typical,15,Perimeter_mid_ZN_4,220,16704,0.0131704980842912,0,382,0,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,1,Core_bottom,1943,16704,0.116319444444444,2,925,0.00216216216216216,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,2,Core_mid,1495,16704,0.0894995210727969,1,925,0.00108108108108108,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,3,Core_top,911,16704,0.0545378352490421,0,925,0,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,4,Perimeter_top_ZN_3,1652,16704,0.0988984674329502,191,925,0.206486486486486,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,5,Perimeter_top_ZN_2,937,16704,0.0560943486590038,15,925,0.0162162162162162,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,6,Perimeter_top_ZN_1,2444,16704,0.146312260536398,341,925,0.368648648648649,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,7,Perimeter_top_ZN_4,458,16704,0.0274185823754789,6,925,0.00648648648648649,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,8,Perimeter_bot_ZN_3,682,16704,0.0408285440613027,1,925,0.00108108108108108,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,9,Perimeter_bot_ZN_2,535,16704,0.0320282567049808,1,925,0.00108108108108108,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,10,Perimeter_bot_ZN_1,1618,16704,0.0968630268199234,100,925,0.108108108108108,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,11,Perimeter_bot_ZN_4,303,16704,0.018139367816092,0,925,0,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,12,Perimeter_mid_ZN_3,1210,16704,0.0724377394636015,80,925,0.0864864864864865,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,13,Perimeter_mid_ZN_2,499,16704,0.0298730842911877,6,925,0.00648648648648649,False,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,14,Perimeter_mid_ZN_1,1785,16704,0.106860632183908,180,925,0.194594594594595,True,
scenario,SCALED-96-072,kolkata_ssp245_future_extreme,Kolkata,ssp245,future_extreme,15,Perimeter_mid_ZN_4,232,16704,0.0138888888888889,1,925,0.00108108108108108,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,1,Core_bottom,2573,16704,0.154034961685824,0,197,0,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,2,Core_mid,1726,16704,0.103328544061303,0,197,0,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,3,Core_top,1210,16704,0.0724377394636015,0,197,0,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,4,Perimeter_top_ZN_3,1426,16704,0.0853687739463602,12,197,0.0609137055837563,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,5,Perimeter_top_ZN_2,1072,16704,0.064176245210728,5,197,0.0253807106598985,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,6,Perimeter_top_ZN_1,1962,16704,0.117456896551724,98,197,0.49746192893401,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,7,Perimeter_top_ZN_4,647,16704,0.0387332375478927,0,197,0,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,8,Perimeter_bot_ZN_3,866,16704,0.0518438697318008,0,197,0,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,9,Perimeter_bot_ZN_2,626,16704,0.0374760536398467,1,197,0.0050761421319797,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,10,Perimeter_bot_ZN_1,1495,16704,0.0894995210727969,22,197,0.111675126903553,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,11,Perimeter_bot_ZN_4,346,16704,0.0207136015325671,1,197,0.0050761421319797,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,12,Perimeter_mid_ZN_3,754,16704,0.0451388888888889,3,197,0.0152284263959391,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,13,Perimeter_mid_ZN_2,537,16704,0.0321479885057471,1,197,0.0050761421319797,False,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,14,Perimeter_mid_ZN_1,1151,16704,0.0689056513409962,54,197,0.274111675126904,True,
scenario,SCALED-96-076,kolkata_ssp585_present_typical,Kolkata,ssp585,present_typical,15,Perimeter_mid_ZN_4,313,16704,0.0187380268199234,0,197,0,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,1,Core_bottom,1514,16704,0.0906369731800766,0,2013,0,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,2,Core_mid,1521,16704,0.0910560344827586,1,2013,0.000496770988574267,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,3,Core_top,862,16704,0.0516044061302682,0,2013,0,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,4,Perimeter_top_ZN_3,1191,16704,0.0713002873563218,188,2013,0.0933929458519622,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,5,Perimeter_top_ZN_2,661,16704,0.0395713601532567,32,2013,0.0158966716343766,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,6,Perimeter_top_ZN_1,2946,16704,0.176364942528736,828,2013,0.411326378539493,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,7,Perimeter_top_ZN_4,270,16704,0.0161637931034483,5,2013,0.00248385494287134,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,8,Perimeter_bot_ZN_3,676,16704,0.0404693486590038,5,2013,0.00248385494287134,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,9,Perimeter_bot_ZN_2,435,16704,0.0260416666666667,3,2013,0.0014903129657228,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,10,Perimeter_bot_ZN_1,1867,16704,0.111769636015326,347,2013,0.172379533035271,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,11,Perimeter_bot_ZN_4,227,16704,0.0135895593869732,0,2013,0,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,12,Perimeter_mid_ZN_3,1171,16704,0.070102969348659,99,2013,0.0491803278688525,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,13,Perimeter_mid_ZN_2,485,16704,0.0290349616858238,19,2013,0.00943864878291108,False,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,14,Perimeter_mid_ZN_1,2681,16704,0.160500478927203,486,2013,0.241430700447094,True,
scenario,SCALED-96-080,kolkata_ssp585_future_extreme,Kolkata,ssp585,future_extreme,15,Perimeter_mid_ZN_4,197,16704,0.0117935823754789,0,2013,0,False,
scenario,SCALED-96-084,phoenix_ssp245_present_typical,Phoenix,ssp245,present_typical,1,Core_bottom,2516,16704,0.150622605363985,399,2071,0.192660550458716,False,
scenario,SCALED-96-084,phoenix_ssp245_present_typical,Phoenix,ssp245,present_typical,2,Core_mid,1857,16704,0.111170977011494,179,2071,0.0864316755190729,False,
scenario,SCALED-96-084,phoenix_ssp245_present_typical,Phoenix,ssp245,present_typical,3,Core_top,893,16704,0.0534602490421456,25,2071,0.012071463061323,False,
scenario,SCALED-96-084,phoenix_ssp245_present_typical,Phoenix,ssp245,present_typical,4,Perimeter_top_ZN_3,1076,16704,0.0644157088122605,6,2071,0.00289715113471753,False,
scenario,SCALED-96-084,phoenix_ssp245_present_typical,Phoenix,ssp245,present_typical,5,Perimeter_top_ZN_2,1325,16704,0.0793223180076628,103,2071,0.0497344278126509,False,
scenario,SCALED-96-084,phoenix_ssp245_present_typical,Phoenix,ssp245,present_typical,6,Perimeter_top_ZN_1,1986,16704,0.11889367816092,410,2071,0.197971994205698,False,
scenario,SCALED-96-084,phoenix_ssp245_present_typical,Phoenix,ssp245,present_typical,7,Perimeter_top_ZN_4,1525,16704,0.0912954980842912,181,2071,0.0873973925639788,False,
