weather,paperb_met,strategy,occupied_steps,electricity_kwh,natural_gas_kwh,mean_top_c,mean_pmv,mean_ppd_pct,ppd_gt_10_pct,ppd_gt_25_pct,ppd_gt_50_pct,pmv_abs_gt_0_5_pct,pmv_abs_gt_1_0_pct,adaptive_violation_pct,adaptive_80_violation_pct,adaptive_90_violation_pct,mean_adaptive_warm_slack_80_c,mean_adaptive_warm_slack_90_c,mean_p_tail,p95_p_tail,p_tail_ge_0_20_pct,mean_warm_tail,mean_cold_tail,cooling_sp_mean_c,cooling_sp_max_c,heating_sp_mean_c,heating_sp_min_c,warm_requests_pct,cold_requests_pct,no_risk_requests_pct,warm_protection_actions,cold_protection_actions,energy_relax_actions,guard_hold_records,idle_actions,dominant_request_source,max_zone_p_tail_ge_0_20_pct,max_zone_mean_p_tail,electricity_change_vs_reference_pct
guangzhou_ssp585_late_2080s_hot_2086,0.89,reference,640,28164.891280381402,875.3591530032039,29.06949530731306,1.084803125,33.240309032847186,89.21875,57.49999999999999,24.0625,88.28125,56.71874999999999,2.96875,0.0,2.96875,2.8513727176146793,1.851372717614679,,,0.0,,,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,0.0,,0.0
guangzhou_ssp585_late_2080s_hot_2086,0.9320000000000002,diagnostic_reference,640,28164.891280381402,875.3591530032039,29.06949530731306,1.2161229166666667,38.453203511886294,94.21875,66.71875,33.125,94.53125,65.625,2.96875,0.0,2.96875,2.8513727176146793,1.851372717614679,0.2026511022327408,0.2533305359470721,62.5,0.19214355778672237,0.010507544446018383,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,87.65625,0.3023407188064359,0.0
guangzhou_ssp585_late_2080s_hot_2086,0.9320000000000002,paperb_adaptive_band_relax,640,28127.128371128125,874.3172760129634,29.078035747582682,1.2186083333333335,38.698461870460235,94.84375,67.5,33.4375,94.375,65.78125,3.28125,0.0,3.28125,2.842832277345061,1.8428322773450614,0.2030250266608679,0.253780081095934,62.81250000000001,0.1925758221838602,0.010449204477007631,24.5,24.5,21.5,21.5,0.0,0.0,100.0,0,0,10,19,630,none,87.8125,0.3021881377511404,-0.13407795143729473
guangzhou_ssp585_late_2080s_hot_2086,0.9320000000000002,paperb_gate_tail_asym_relax,640,28132.363354356028,874.3182354152467,29.073122380321173,1.2167677083333333,38.458913707583974,94.375,66.875,32.96875,94.375,65.625,2.96875,0.0,2.96875,2.847745644606576,1.8477456446065754,0.20263978347133946,0.2530445688109125,62.5,0.19216282219610076,0.010476961275238646,24.0771484375,24.5,21.5046875,21.5,62.5,0.0,37.5,37,0,47,0,556,tail_warm,87.8125,0.30167769475580103,-0.11549104060639692
guangzhou_ssp585_late_2080s_hot_2086,0.9320000000000002,paperb_pmv_exceedance_guard_relax,640,28152.945465750494,875.3611872676637,29.070594473566445,1.2162354166666667,38.60059474671498,94.53125,67.34375,33.125,94.53125,65.46875,2.96875,0.0,2.96875,2.850273551361297,1.8502735513612971,0.20257376307088154,0.25287431202626076,62.34375,0.1921024305475729,0.010471332523308546,23.85410236120224,24.5,21.725586545467376,21.5,65.46875,0.0,34.53125,101,0,7,186,532,pmv_exceedance_warm,87.34375,0.30222908633235357,-0.04241384961151118
guangzhou_ssp585_late_2080s_hot_2086,0.9320000000000002,paperb_ppd_guard_relax,640,28152.945465750494,875.3611872676637,29.070594473566445,1.2162354166666667,38.60059474671498,94.53125,67.34375,33.125,94.53125,65.46875,2.96875,0.0,2.96875,2.850273551361297,1.8502735513612971,0.20257376307088154,0.25287431202626076,62.34375,0.1921024305475729,0.010471332523308546,23.849414014816283,24.5,21.724413919448853,21.5,67.34375,0.0,32.65625,105,0,7,174,528,ppd_protect_warm,87.34375,0.30222908633235357,-0.04241384961151118
guangzhou_ssp585_late_2080s_hot_2086,0.9320000000000002,reference,640,28164.891280381402,875.3591530032039,29.06949530731306,1.2161229166666667,38.453203511886294,94.21875,66.71875,33.125,94.53125,65.625,2.96875,0.0,2.96875,2.8513727176146793,1.851372717614679,,,0.0,,,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,0.0,,0.0
guangzhou_ssp585_late_2080s_hot_2086,1.0999999999999996,diagnostic_reference,640,28164.891280381402,875.3591530032039,29.06949530731306,1.4737552083333334,49.86354502029903,99.84375,90.46875,49.53125,99.6875,89.6875,2.96875,0.0,2.96875,2.8513727176146793,1.851372717614679,0.32403789833015967,0.3896357452073068,95.15625,0.31391308617753155,0.010124812152628098,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,99.6875,0.43972201704604064,0.0
guangzhou_ssp585_late_2080s_hot_2086,1.0999999999999996,paperb_adaptive_band_relax,640,28127.128371128125,874.3172760129634,29.078035747582682,1.4758354166666667,50.12925692730188,99.84375,91.25,50.15625,99.84375,89.84375,3.28125,0.0,3.28125,2.842832277345061,1.8428322773450614,0.3246446949790939,0.3896361342302304,95.3125,0.3145925228051808,0.010052172173913075,24.5,24.5,21.5,21.5,0.0,0.0,100.0,0,0,10,19,630,none,99.53125,0.4404908785838071,-0.13407795143729473
guangzhou_ssp585_late_2080s_hot_2086,1.0999999999999996,paperb_gate_tail_asym_relax,640,28162.9838965838,875.341549354456,29.069876660184327,1.4738083333333334,49.85879935335656,99.84375,90.46875,49.84375,99.84375,90.0,2.96875,0.0,2.96875,2.850991364743418,1.8509913647434177,0.3240386749490128,0.3885751479875757,95.15625,0.3139476410536005,0.010091033895412157,23.802734088897704,24.5,21.708984035253525,21.5,95.15625,0.0,4.84375,132,0,9,0,499,tail_warm,99.53125,0.439944565535799,-0.006772203658145237
