weather,strategy,occupied_steps,electricity_kwh,natural_gas_kwh,mean_top_c,mean_pmv,mean_ppd_pct,ppd_gt_10_pct,ppd_gt_25_pct,ppd_gt_50_pct,pmv_abs_gt_0_5_pct,pmv_abs_gt_1_0_pct,adaptive_violation_pct,adaptive_80_violation_pct,adaptive_90_violation_pct,mean_adaptive_warm_slack_80_c,mean_adaptive_warm_slack_90_c,mean_p_tail,p95_p_tail,p_tail_ge_0_20_pct,mean_warm_tail,mean_cold_tail,cooling_sp_mean_c,cooling_sp_max_c,heating_sp_mean_c,heating_sp_min_c,warm_requests_pct,cold_requests_pct,no_risk_requests_pct,warm_protection_actions,cold_protection_actions,energy_relax_actions,guard_hold_records,idle_actions,dominant_request_source,max_zone_p_tail_ge_0_20_pct,max_zone_mean_p_tail,electricity_change_vs_reference_pct
guangzhou_ssp585_late_2080s_hot_2086,paperb_gate_tail_asym_relax,640,28162.9838965838,875.341549354456,29.069876660184327,1.4738083333333334,49.85879935335656,99.84375,90.46875,49.84375,99.84375,90.0,2.96875,0.0,2.96875,2.850991364743418,1.8509913647434177,0.3240386749490128,0.3885751479875757,95.15625,0.3139476410536005,0.010091033895412157,23.802734088897704,24.5,21.708984035253525,21.5,95.15625,0.0,4.84375,132,0,9,0,499,tail_warm,99.53125,0.439944565535799,-0.006772203658145237
guangzhou_ssp585_late_2080s_hot_2086,paperb_pmv_exceedance_guard_relax,640,28176.22228286673,875.3952950688719,29.069028216727475,1.473815625,50.04543910681556,99.6875,90.78125,49.6875,99.6875,90.0,2.8125,0.0,2.8125,2.8518398082002676,1.8518398082002676,0.32397443603439696,0.3877765435830078,95.15625,0.31384301676337467,0.010131419271022254,23.77376182079315,24.5,21.767120909690856,21.5,90.0,0.0,10.0,149,0,2,62,489,pmv_exceedance_warm,99.6875,0.44018360690060243,0.04023094700607022
guangzhou_ssp585_late_2080s_hot_2086,paperb_pmv_relax,640,28176.253722019766,875.3953042438126,29.06903413866354,1.473815625,50.04546695838333,99.6875,90.78125,49.6875,99.6875,90.0,2.8125,0.0,2.8125,2.851833886264206,1.851833886264206,0.3239744174398423,0.3877765435830078,95.15625,0.313842601254329,0.010131816185513242,23.77031226158142,24.5,21.763671600818633,21.5,99.6875,0.0,0.3125,159,0,2,0,479,pmv_warm,99.6875,0.44023580665112005,0.04034257233678229
guangzhou_ssp585_late_2080s_hot_2086,paperb_ppd_guard_relax,640,28176.22228286673,875.3952950688719,29.069028216727475,1.473815625,50.04543910681556,99.6875,90.78125,49.6875,99.6875,90.0,2.8125,0.0,2.8125,2.8518398082002676,1.8518398082002676,0.32397443603439696,0.3877765435830078,95.15625,0.31384301676337467,0.010131419271022254,23.773761796951295,24.5,21.767120885849,21.5,90.78125,0.0,9.21875,150,0,2,57,488,ppd_protect_warm,99.6875,0.44018360690060243,0.04023094700607022
guangzhou_ssp585_late_2080s_hot_2086,reference,640,28164.891280381402,875.3591530032039,29.06949530731306,1.4737552083333334,49.86354502029903,99.84375,90.46875,49.53125,99.6875,89.6875,2.96875,0.0,2.96875,2.8513727176146793,1.851372717614679,,,0.0,,,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,0.0,,0.0
guangzhou_ssp585_late_2080s_typical_2087,diagnostic_reference,640,25163.337722776676,877.1661356037264,26.545330318231017,0.67181875,17.43804044986235,61.40624999999999,27.187499999999996,0.0,60.46875000000001,26.406249999999996,0.0,0.0,0.0,4.364741786488844,3.3647417864888434,0.15541407662515488,0.31649965797097607,32.96875,0.1327342625806479,0.02267981404450691,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,56.875,0.22818538662596075,0.0
guangzhou_ssp585_late_2080s_typical_2087,paperb_adaptive_band_relax,640,24782.570573805457,877.1279425324024,26.733158404555706,0.7208354166666667,18.573621966334937,66.875,28.90625,0.0,65.3125,27.500000000000004,0.0,0.0,0.0,4.1769137001641505,3.1769137001641505,0.16199183088536181,0.31912834622799324,33.59375,0.14049734950070536,0.021494481384656407,24.5,24.5,21.5,21.5,0.0,0.0,100.0,0,0,10,0,630,none,56.40625,0.23313046400007414,-1.5131822064549327
guangzhou_ssp585_late_2080s_typical_2087,paperb_gate_tail_asym_relax,640,24783.649587925873,877.1269401074902,26.73303579817924,0.72085625,18.394563004720602,66.40625,28.125,0.0,65.3125,27.500000000000004,0.0,0.0,0.0,4.177036306540613,3.177036306540613,0.1619964326682587,0.3184269537509101,33.4375,0.14048828091257812,0.02150815175568051,24.2556640625,24.5,21.5046875,21.5,33.4375,0.0,66.5625,15,0,25,0,600,none,56.40625,0.23317332534765195,-1.5088941659242905
guangzhou_ssp585_late_2080s_typical_2087,paperb_pmv_exceedance_guard_relax,640,24833.882512681826,877.1281355373858,26.728443845505506,0.72004375,18.571640538818073,66.40625,28.90625,0.0,65.15625,27.500000000000004,0.0,0.0,0.0,4.181628259214349,3.18162825921435,0.16268558386100904,0.31747353276653806,33.75,0.14101534669156326,0.02167023716944577,24.14572696685791,24.5,21.64689655303955,21.5,27.500000000000004,0.0,72.5,49,0,9,241,582,pmv_mild_hold,56.71874999999999,0.2338453461852858,-1.3092667345025566
guangzhou_ssp585_late_2080s_typical_2087,paperb_pmv_relax,640,24894.43969482372,877.1326526538933,26.714939534956073,0.7169052083333333,18.48195236019308,66.09375,28.749999999999996,0.0,65.15625,27.34375,0.0,0.0,0.0,4.195132569763783,3.1951325697637833,0.16237589787420137,0.31827968084081026,33.59375,0.14056915341368592,0.0218067444605154,24.035351437330245,24.5,21.633593606948853,21.5,65.15625,0.0,34.84375,97,0,26,0,517,pmv_warm,58.75,0.23480183253136086,-1.0686103366548294
guangzhou_ssp585_late_2080s_typical_2087,paperb_ppd_guard_relax,640,24833.882906414023,877.1281354481536,26.728443901730248,0.7200447916666666,18.571683427982414,66.40625,28.90625,0.0,65.15625,27.500000000000004,0.0,0.0,0.0,4.181628202989609,3.181628202989608,0.16268558386100904,0.31747353276653806,33.75,0.14101534669156326,0.02167023716944577,24.144358253479005,24.5,21.645528030395507,21.5,28.90625,0.0,71.09375,52,0,9,240,579,ppd_hold,56.71874999999999,0.2338453461852858,-1.3092651697967916
guangzhou_ssp585_late_2080s_typical_2087,reference,640,25163.337722776676,877.1661356037264,26.545330318231017,0.67181875,17.43804044986235,61.40624999999999,27.187499999999996,0.0,60.46875000000001,26.406249999999996,0.0,0.0,0.0,4.364741786488844,3.3647417864888434,,,0.0,,,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,0.0,,0.0
guangzhou_ssp585_mid_2050s_heatwave_extreme_2059,diagnostic_reference,640,24711.329024909137,877.1392428317896,26.10592862662113,0.52609375,12.457966063725726,49.6875,8.90625,0.0,49.53125,8.125,0.15625,0.0,0.15625,4.743390299172603,3.743390299172603,0.11293673876970618,0.2720258383000776,11.09375,0.08798691702120931,0.02494982174849681,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,43.75,0.1764605460919242,0.0
guangzhou_ssp585_mid_2050s_heatwave_extreme_2059,paperb_adaptive_band_relax,640,24195.60911128613,877.1232783528591,26.329713673699228,0.5833489583333333,13.654907874011013,55.93749999999999,9.6875,0.0,54.6875,8.90625,0.0,0.0,0.0,4.5196052520944985,3.519605252094498,0.12089477333254224,0.27868450985600757,12.1875,0.09749917141447503,0.023395601918067145,24.5,24.5,21.5,21.5,0.0,0.0,100.0,0,0,10,0,630,none,43.90625,0.1846947340738388,-2.0869776494140013
guangzhou_ssp585_mid_2050s_heatwave_extreme_2059,paperb_gate_tail_asym_relax,640,24199.044338391584,877.1231833428878,26.330131532354464,0.5835385416666666,13.509415805173813,54.84375,9.375,0.0,54.6875,8.90625,0.0,0.0,0.0,4.519187393439262,3.5191873934392617,0.1209516107405797,0.27844014516643917,12.03125,0.09755910823328659,0.023392502507293057,24.4171875,24.5,21.50234375,21.5,12.03125,0.0,87.96875,9,0,19,0,612,none,44.0625,0.18496129260822503,-2.0730762234648203
guangzhou_ssp585_mid_2050s_heatwave_extreme_2059,paperb_pmv_exceedance_guard_relax,640,24241.79122207684,877.1239030570089,26.32265472635526,0.5819239583333333,13.627880456508962,56.09375,9.6875,0.0,54.53125,8.75,0.0,0.0,0.0,4.526664199438465,3.526664199438465,0.12105102511983826,0.2798237179669823,12.34375,0.09747563686113533,0.023575388258702878,24.367835807800294,24.5,21.57016716003418,21.5,8.75,0.0,91.25,16,0,11,293,613,pmv_mild_hold,43.90625,0.18487898976520584,-1.9000912591912722
guangzhou_ssp585_mid_2050s_heatwave_extreme_2059,paperb_pmv_relax,640,24346.11390679385,877.1245436657331,26.31925940905025,0.5829645833333333,13.689307328308757,56.56250000000001,10.0,0.0,54.84375,9.375,0.0,0.0,0.0,4.53005951674348,3.53005951674348,0.12220815096794894,0.2858615038225384,12.1875,0.09845638620560163,0.023751764762347263,24.112109291553498,24.5,21.555663961172105,21.5,54.84375,0.0,45.15625,58,0,38,0,544,pmv_warm,46.40625,0.18777798849632563,-1.4779258442439436
guangzhou_ssp585_mid_2050s_heatwave_extreme_2059,paperb_ppd_guard_relax,640,24246.22793650794,877.1239081937529,26.322500079849096,0.581959375,13.62835317730968,56.09375,9.6875,0.0,54.53125,8.75,0.0,0.0,0.0,4.526818845944632,3.526818845944632,0.12109185031277372,0.2798237179669823,12.34375,0.09750884551512115,0.023583004797652497,24.35942554473877,24.5,21.563325500488283,21.5,9.6875,0.0,90.3125,17,0,11,297,612,ppd_hold,44.0625,0.18503324591681614,-1.88213708753735
guangzhou_ssp585_mid_2050s_heatwave_extreme_2059,reference,640,24711.329024909137,877.1392428317896,26.10592862662113,0.52609375,12.457966063725726,49.6875,8.90625,0.0,49.53125,8.125,0.15625,0.0,0.15625,4.743390299172603,3.743390299172603,,,0.0,,,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,0.0,,0.0
guangzhou_ssp585_mid_2050s_hot_2057,diagnostic_reference,640,22732.34850861167,877.2069030151912,25.626371051368096,0.35948020833333333,9.1106037885896,24.375,6.875000000000001,0.0,24.6875,6.25,0.0,0.0,0.0,4.472344753968907,3.4723447539689074,0.08821912262488886,0.22227340546951652,6.875000000000001,0.05944211469626608,0.028777007928622735,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,18.125,0.12791742918654886,0.0
guangzhou_ssp585_mid_2050s_hot_2057,paperb_adaptive_band_relax,640,22327.834056270887,877.1570390833417,25.990495443829253,0.46214062499999997,10.789109585701171,33.59375,7.187499999999999,0.0,32.34375,7.187499999999999,0.0,0.0,0.0,4.108220361507751,3.1082203615077506,0.10043020602435668,0.2511466854040253,7.5,0.07398129549658843,0.0264489105277682,24.5,24.5,21.5,21.5,0.0,0.0,100.0,0,0,10,0,630,none,21.5625,0.1405389738565144,-1.779466174326605
