weather,strategy,occupied_steps,electricity_kwh,natural_gas_kwh,mean_top_c,mean_pmv,mean_ppd_pct,ppd_gt_10_pct,ppd_gt_25_pct,ppd_gt_50_pct,pmv_abs_gt_0_5_pct,pmv_abs_gt_1_0_pct,adaptive_violation_pct,adaptive_80_violation_pct,adaptive_90_violation_pct,mean_adaptive_warm_slack_80_c,mean_adaptive_warm_slack_90_c,mean_p_tail,p95_p_tail,p_tail_ge_0_20_pct,mean_warm_tail,mean_cold_tail,cooling_sp_mean_c,cooling_sp_max_c,heating_sp_mean_c,heating_sp_min_c,warm_requests_pct,cold_requests_pct,no_risk_requests_pct,warm_protection_actions,cold_protection_actions,energy_relax_actions,guard_hold_records,idle_actions,dominant_request_source,max_zone_p_tail_ge_0_20_pct,max_zone_mean_p_tail,electricity_change_vs_reference_pct
guangzhou_ssp585_mid_2050s_hot_2057,paperb_gate_tail_asym_relax,640,22327.901766040268,877.1570104171764,25.990445143317856,0.4621291666666666,10.672033845852175,32.65625,7.03125,0.0,32.34375,7.187499999999999,0.0,0.0,0.0,4.108270662019146,3.108270662019146,0.10044313891456969,0.2511466854040253,7.5,0.07399400654336581,0.02644913237120381,24.446093368530274,24.5,21.519921398162843,21.5,7.5,0.0,92.5,12,0,11,0,617,none,21.5625,0.14056224782399263,-1.7791683178629225
guangzhou_ssp585_mid_2050s_hot_2057,paperb_pmv_exceedance_guard_relax,640,22367.094760517357,877.1560712981412,25.986839611005404,0.4616270833333333,10.777232255212729,33.4375,7.187499999999999,0.0,32.5,7.187499999999999,0.0,0.0,0.0,4.1118761943316,3.1118761943316007,0.1006278731270224,0.2511466854040253,7.5,0.07405351951362864,0.0265743536133937,24.387110042572022,24.5,21.57031307220459,21.5,7.187499999999999,0.0,92.8125,12,0,11,162,617,none,21.25,0.14055440353592416,-1.6067576473937306
guangzhou_ssp585_mid_2050s_hot_2057,paperb_pmv_relax,640,22427.172184750783,877.1585639005558,25.984665146270014,0.462190625,10.814968741494358,33.59375,7.34375,0.0,32.65625,7.187499999999999,0.0,0.0,0.0,4.114050659066994,3.1140506590669936,0.10120923085510918,0.2504705844809139,7.5,0.07449214752459536,0.02671708333051375,24.270116984844208,24.5,21.550195050239562,21.5,32.65625,0.0,67.34375,44,0,28,0,568,none,23.4375,0.1431252896932487,-1.3424760039433603
guangzhou_ssp585_mid_2050s_hot_2057,paperb_ppd_guard_relax,640,22384.51536276218,877.1560673938527,25.987012630705976,0.4621625,10.785602957852891,33.4375,7.187499999999999,0.0,32.65625,7.187499999999999,0.0,0.0,0.0,4.111703174631025,3.111703174631025,0.10061157783120638,0.2511466854040253,7.5,0.07406504152853319,0.026546536302673125,24.386328792572023,24.5,21.57109432220459,21.5,7.187499999999999,0.0,92.8125,12,0,11,168,617,none,21.09375,0.1405770105929651,-1.530124112419451
guangzhou_ssp585_mid_2050s_hot_2057,reference,640,22732.34850861167,877.2069030151912,25.626371051368096,0.35948020833333333,9.1106037885896,24.375,6.875000000000001,0.0,24.6875,6.25,0.0,0.0,0.0,4.472344753968907,3.4723447539689074,,,0.0,,,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,0.0,,0.0
guangzhou_ssp585_mid_2050s_typical_2050,diagnostic_reference,640,24709.902172075912,877.1720467975953,26.2226284594194,0.562628125,13.75746505433031,51.40625,15.156249999999998,0.0,50.46874999999999,12.812499999999998,0.0,0.0,0.0,4.305250251771001,3.305250251771002,0.12405911955037938,0.27753516332870815,19.53125,0.09980429000066182,0.024254829549717513,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,41.25,0.184625095177515,0.0
guangzhou_ssp585_mid_2050s_typical_2050,paperb_adaptive_band_relax,640,24251.101894129075,877.1498504154364,26.46943732940681,0.6288364583333333,15.270617963105991,58.4375,18.75,0.0,56.40625,16.71875,0.0,0.0,0.0,4.058441381783586,3.0584413817835863,0.13491430111347502,0.2931869415776021,22.34375,0.11219230623794223,0.022721994875532718,24.5,24.5,21.5,21.5,0.0,0.0,100.0,0,0,10,0,630,none,43.75,0.19446941445584648,-1.8567466384602604
guangzhou_ssp585_mid_2050s_typical_2050,paperb_gate_tail_asym_relax,640,24256.27229964364,877.1501885484189,26.470227660856114,0.6291833333333333,15.113376461111688,57.65625,18.4375,0.0,56.56250000000001,17.03125,0.0,0.0,0.0,4.057651050334285,3.057651050334285,0.1350572142231888,0.2931869415776021,22.34375,0.11233803946392842,0.02271917475926033,24.338476371765136,24.5,21.52324194908142,21.5,22.34375,0.0,77.65625,23,0,21,0,596,none,44.0625,0.19495137844126412,-1.8358222111656497
guangzhou_ssp585_mid_2050s_typical_2050,paperb_pmv_exceedance_guard_relax,640,24332.514287727474,877.1473334406861,26.458129192563604,0.6264416666666666,15.183546000434532,57.96875,18.28125,0.0,56.25,15.937499999999998,0.0,0.0,0.0,4.069749518626798,3.069749518626798,0.1348170085907972,0.290682288849646,21.71875,0.11195536624574458,0.022861642345052585,24.275836849212645,24.5,21.56294002532959,21.5,15.937499999999998,0.0,84.0625,24,0,18,258,598,none,44.21875,0.19555611281259178,-1.5272738909299144
guangzhou_ssp585_mid_2050s_typical_2050,paperb_pmv_relax,640,24395.58360107672,877.1481365451145,26.446429109006903,0.6238385416666666,15.119740662699268,57.49999999999999,18.28125,0.0,56.25,15.78125,0.0,0.0,0.0,4.081449602183499,3.0814496021834983,0.1345248830541934,0.28960215383436405,21.5625,0.11148745206566876,0.023037430988524586,24.103515535593033,24.5,21.55585926771164,21.5,56.25,0.0,43.75,56,0,37,0,547,pmv_warm,44.84375,0.1958266766323641,-1.272034866064331
guangzhou_ssp585_mid_2050s_typical_2050,paperb_ppd_guard_relax,640,24337.166896549803,877.1473417452308,26.458126854540012,0.6264958333333334,15.185133826829253,57.96875,18.28125,0.0,56.40625,16.09375,0.0,0.0,0.0,4.069751856650389,3.069751856650388,0.1347911167437899,0.290682288849646,21.5625,0.11192342447897316,0.022867692264816712,24.265457487106325,24.5,21.562720012664794,21.5,18.28125,0.0,81.71875,26,0,18,254,596,ppd_hold,44.0625,0.1958312987620133,-1.508444966436684
guangzhou_ssp585_mid_2050s_typical_2050,reference,640,24709.902172075912,877.1720467975953,26.2226284594194,0.562628125,13.75746505433031,51.40625,15.156249999999998,0.0,50.46874999999999,12.812499999999998,0.0,0.0,0.0,4.305250251771001,3.305250251771002,,,0.0,,,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,0.0,,0.0
guangzhou_ssp585_near_2030s_heatwave_extreme_2033,diagnostic_reference,640,24180.790388304387,877.1969851098938,26.134219573279815,0.5292885416666666,12.931172108855066,45.0,13.90625,0.0,44.375,11.25,0.0,0.0,0.0,4.263852657294372,3.263852657294372,0.11582680233584335,0.2623458302359455,16.40625,0.09088383195470054,0.024942970381142782,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,35.0,0.16920827239181446,0.0
guangzhou_ssp585_near_2030s_heatwave_extreme_2033,paperb_adaptive_band_relax,640,23677.107577370432,877.1603558558159,26.379467427190157,0.5937281249999999,14.23959639361539,53.125,16.09375,0.0,51.24999999999999,14.0625,0.0,0.0,0.0,4.018604803384027,3.0186048033840267,0.12526980942072066,0.27154707249281795,18.125,0.10180265094750243,0.023467158473218168,24.5,24.5,21.5,21.5,0.0,0.0,100.0,0,0,10,0,630,none,34.53125,0.17868680058781297,-2.082987374877432
guangzhou_ssp585_near_2030s_heatwave_extreme_2033,paperb_gate_tail_asym_relax,640,23679.765933551258,877.1604346439576,26.379789314963727,0.593890625,14.085118392395696,52.1875,15.937499999999998,0.0,51.24999999999999,14.21875,0.0,0.0,0.0,4.018282915610461,3.018282915610461,0.12531696047192847,0.2719850860635358,18.125,0.10185142646898959,0.023465534002938826,24.369921588897704,24.5,21.52128872871399,21.5,18.125,0.0,81.875,22,0,20,0,598,none,34.53125,0.17875175253035663,-2.0719937053648274
guangzhou_ssp585_near_2030s_heatwave_extreme_2033,paperb_pmv_exceedance_guard_relax,640,23770.11950227181,877.1608927280545,26.3787467430101,0.5949333333333333,14.278032251120857,53.28125,16.40625,0.0,51.71875,14.374999999999998,0.0,0.0,0.0,4.019325487564083,3.0193254875640827,0.1259746234886034,0.27170138433943675,17.96875,0.10241244167547858,0.023562181813124777,24.299415016174315,24.5,21.567359256744385,21.5,14.374999999999998,0.0,85.625,22,0,18,239,600,none,35.46875,0.18079614988405998,-1.6983352464409518
guangzhou_ssp585_near_2030s_heatwave_extreme_2033,paperb_pmv_relax,640,23863.157363524482,877.1645553168839,26.37021241428197,0.5939812499999999,14.254501826176204,53.59374999999999,16.09375,0.0,51.5625,14.374999999999998,0.0,0.0,0.0,4.027859816292219,3.0278598162922186,0.1260534504541529,0.2712956536817276,18.28125,0.10235604751665792,0.02369740293749493,24.139453017711638,24.5,21.55351549386978,21.5,51.5625,0.0,48.4375,55,0,37,0,548,pmv_warm,37.1875,0.18282815914249587,-1.3135758578575518
guangzhou_ssp585_near_2030s_heatwave_extreme_2033,paperb_ppd_guard_relax,640,23772.018166450907,877.1608929893101,26.37889784657498,0.5950166666666667,14.280577822616959,53.28125,16.40625,0.0,51.87500000000001,14.374999999999998,0.0,0.0,0.0,4.01917438399921,3.01917438399921,0.12601892428734446,0.27170138433943675,17.96875,0.10245006770879553,0.023568856578548885,24.290698528289795,24.5,21.56724877357483,21.5,16.40625,0.0,83.59375,24,0,18,236,598,none,35.46875,0.18087831790277903,-1.6904832939257153
guangzhou_ssp585_near_2030s_heatwave_extreme_2033,reference,640,24180.790388304387,877.1969851098938,26.134219573279815,0.5292885416666666,12.931172108855066,45.0,13.90625,0.0,44.375,11.25,0.0,0.0,0.0,4.263852657294372,3.263852657294372,,,0.0,,,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,0.0,,0.0
guangzhou_ssp585_near_2030s_hot_2033,diagnostic_reference,640,24180.790388304387,877.1969851098938,26.134219573279815,0.5292885416666666,12.931172108855066,45.0,13.90625,0.0,44.375,11.25,0.0,0.0,0.0,4.263852657294372,3.263852657294372,0.11582680233584335,0.2623458302359455,16.40625,0.09088383195470054,0.024942970381142782,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,35.0,0.16920827239181446,0.0
guangzhou_ssp585_near_2030s_hot_2033,paperb_adaptive_band_relax,640,23677.107577370432,877.1603558558159,26.379467427190157,0.5937281249999999,14.23959639361539,53.125,16.09375,0.0,51.24999999999999,14.0625,0.0,0.0,0.0,4.018604803384027,3.0186048033840267,0.12526980942072066,0.27154707249281795,18.125,0.10180265094750243,0.023467158473218168,24.5,24.5,21.5,21.5,0.0,0.0,100.0,0,0,10,0,630,none,34.53125,0.17868680058781297,-2.082987374877432
guangzhou_ssp585_near_2030s_hot_2033,paperb_gate_tail_asym_relax,640,23679.765933551258,877.1604346439576,26.379789314963727,0.593890625,14.085118392395696,52.1875,15.937499999999998,0.0,51.24999999999999,14.21875,0.0,0.0,0.0,4.018282915610461,3.018282915610461,0.12531696047192847,0.2719850860635358,18.125,0.10185142646898959,0.023465534002938826,24.369921588897704,24.5,21.52128872871399,21.5,18.125,0.0,81.875,22,0,20,0,598,none,34.53125,0.17875175253035663,-2.0719937053648274
guangzhou_ssp585_near_2030s_hot_2033,paperb_pmv_exceedance_guard_relax,640,23770.11950227181,877.1608927280545,26.3787467430101,0.5949333333333333,14.278032251120857,53.28125,16.40625,0.0,51.71875,14.374999999999998,0.0,0.0,0.0,4.019325487564083,3.0193254875640827,0.1259746234886034,0.27170138433943675,17.96875,0.10241244167547858,0.023562181813124777,24.299415016174315,24.5,21.567359256744385,21.5,14.374999999999998,0.0,85.625,22,0,18,239,600,none,35.46875,0.18079614988405998,-1.6983352464409518
guangzhou_ssp585_near_2030s_hot_2033,paperb_pmv_relax,640,23863.157363524482,877.1645553168839,26.37021241428197,0.5939812499999999,14.254501826176204,53.59374999999999,16.09375,0.0,51.5625,14.374999999999998,0.0,0.0,0.0,4.027859816292219,3.0278598162922186,0.1260534504541529,0.2712956536817276,18.28125,0.10235604751665792,0.02369740293749493,24.139453017711638,24.5,21.55351549386978,21.5,51.5625,0.0,48.4375,55,0,37,0,548,pmv_warm,37.1875,0.18282815914249587,-1.3135758578575518
guangzhou_ssp585_near_2030s_hot_2033,paperb_ppd_guard_relax,640,23772.018166450907,877.1608929893101,26.37889784657498,0.5950166666666667,14.280577822616959,53.28125,16.40625,0.0,51.87500000000001,14.374999999999998,0.0,0.0,0.0,4.01917438399921,3.01917438399921,0.12601892428734446,0.27170138433943675,17.96875,0.10245006770879553,0.023568856578548885,24.290698528289795,24.5,21.56724877357483,21.5,16.40625,0.0,83.59375,24,0,18,236,598,none,35.46875,0.18087831790277903,-1.6904832939257153
guangzhou_ssp585_near_2030s_hot_2033,reference,640,24180.790388304387,877.1969851098938,26.134219573279815,0.5292885416666666,12.931172108855066,45.0,13.90625,0.0,44.375,11.25,0.0,0.0,0.0,4.263852657294372,3.263852657294372,,,0.0,,,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,0.0,,0.0
guangzhou_ssp585_near_2030s_typical_2039,diagnostic_reference,640,22385.174454819728,877.2504801774523,25.386631924931205,0.28995208333333333,7.456811798000738,12.1875,0.625,0.0,12.34375,0.0,0.0,0.0,0.0,4.818496868196094,3.818496868196094,0.07362561094794436,0.1424542474152718,1.7187500000000002,0.042827268341028,0.030798342606916294,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,8.75,0.09962154610075225,0.0
guangzhou_ssp585_near_2030s_typical_2039,paperb_adaptive_band_relax,640,21805.705004102627,877.1614551441717,25.758272795796017,0.390621875,8.833729227732814,20.9375,1.40625,0.0,19.375,1.09375,0.0,0.0,0.0,4.446855997331282,3.4468559973312813,0.08567375975041629,0.1624223397962943,2.03125,0.05725941696710646,0.02841434278330978,24.5,24.5,21.5,21.5,0.0,0.0,100.0,0,0,10,0,630,none,11.875,0.1147348443156512,-2.588630487944832
guangzhou_ssp585_near_2030s_typical_2039,paperb_gate_tail_asym_relax,640,21805.725432902153,877.16147000344,25.758258283321844,0.39061666666666667,8.72969987069337,19.84375,1.25,0.0,19.375,1.09375,0.0,0.0,0.0,4.44687050980545,3.44687050980545,0.08567759665151406,0.1624223397962943,2.03125,0.05726273259224168,0.028414864059272314,24.4859375,24.5,21.5005859375,21.5,2.03125,0.0,97.96875,3,0,13,0,624,none,11.875,0.1147430137811866,-2.5885392275458163
guangzhou_ssp585_near_2030s_typical_2039,paperb_pmv_exceedance_guard_relax,640,21825.5704867457,877.161943256192,25.75423397895903,0.3895385416666667,8.814696299563854,20.9375,1.40625,0.0,19.375,1.09375,0.0,0.0,0.0,4.4508948141682705,3.450894814168271,0.08567306908016548,0.16153241210881,2.1875,0.05719916174851989,0.028473907331645544,24.44033203125,24.5,21.529736328125,21.5,1.09375,0.0,98.90625,3,0,11,117,626,none,12.1875,0.11487498107745606,-2.4998865619898725
guangzhou_ssp585_near_2030s_typical_2039,paperb_pmv_relax,640,21862.31406974233,877.1597410901347,25.74435803316453,0.3871458333333333,8.766751528576046,20.3125,1.40625,0.0,19.21875,1.09375,0.0,0.0,0.0,4.460770759962766,3.4607707599627657,0.08579038881407877,0.16148063628470893,2.1875,0.057100770133787226,0.028689618680291497,24.367773151397706,24.5,21.525390291213988,21.5,19.21875,0.0,80.78125,29,0,27,0,584,none,12.34375,0.11481543349903837,-2.335744070847845
guangzhou_ssp585_near_2030s_typical_2039,paperb_ppd_guard_relax,640,21826.797419573533,877.1623445927361,25.75339667055466,0.38924375,8.809972523501397,20.9375,1.40625,0.0,19.21875,1.09375,0.0,0.0,0.0,4.4517321225726345,3.451732122572635,0.08564921499570735,0.16153241210881,2.1875,0.05716544450152252,0.028483770494184803,24.439404296875,24.5,21.53037109375,21.5,1.40625,0.0,98.59375,3,0,11,125,626,none,12.1875,0.11488807693794208,-2.494405555664414
guangzhou_ssp585_near_2030s_typical_2039,reference,640,22385.174454819728,877.2504801774523,25.386631924931205,0.28995208333333333,7.456811798000738,12.1875,0.625,0.0,12.34375,0.0,0.0,0.0,0.0,4.818496868196094,3.818496868196094,,,0.0,,,24.0,24.0,22.0,22.0,0.0,0.0,100.0,0,0,0,0,640,,0.0,,0.0
